BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
   417	4.170	  0.475422	  0.982796	  0.642899	  0.669216	  0.959744	  0.790127	  0.572701	  0.873395	  0.831478	  0.563727	  0.694726	  0.939193	  0.552681	  0.479845	  0.815358	  0.536143	  0.412744	  0.816174	  0.516904	  0.310166	  0.867291	  0.509233	  0.073379	  0.820959	  0.614213	  0.015256	  0.875124	  0.688454	  0.988217	  0.507384	  0.573725	  0.915493	  0.455511	  0.564590	  0.707245	  0.338962	  0.550866	  0.484186	  0.447020	  0.549535	  0.425966	  0.445818	  0.532493	  0.315639	  0.391552	  0.515244	  0.072362	  0.440905	  0.631364	  0.024900	  0.408579	  0.452585	  0.018034	  0.754389	  0.450747	  0.022513	  0.490162	  0.583613	  1.474416	  0.815022	  0.518771	  1.487960	  0.639711	  0.597858	  1.475719	  0.476461	  0.678835	  0.973981	  0.648755	  0.688291	  0.987976	  0.509778	  0.669379	  0.959985	  0.787733	  0.518946	  0.071989	  0.777042	  0.623926	  0.013866	  0.831206	  0.552740	  0.482092	  0.760404	  0.539053	  0.316001	  0.767142	  0.678835	  0.973981	  0.648755	  0.590735	  1.475068	  0.645741	  0.590547	  0.861040	  0.733278	  0.573345	  0.688619	  0.745620	  0.597048	  0.881025	  0.537560	  0.549881	  0.483156	  0.502002	  0.575587	  0.699994	  0.521381	  0.520510	  0.071231	  0.485582	  0.537986	  0.316326	  0.495352	  0.636630	  0.023769	  0.453256	  0.528318	  0.016192	  0.788342	  0.532907	  0.023068	  0.473849	
   418	4.180	  0.475436	  0.982775	  0.642904	  0.669245	  0.959730	  0.790144	  0.572674	  0.873412	  0.831487	  0.563802	  0.694729	  0.939210	  0.552713	  0.479830	  0.815379	  0.536085	  0.412732	  0.816168	  0.516896	  0.310179	  0.867314	  0.509218	  0.073378	  0.820969	  0.614227	  0.015260	  0.875139	  0.688384	  0.988239	  0.507377	  0.573756	  0.915470	  0.455537	  0.564595	  0.707243	  0.338975	  0.550872	  0.484202	  0.447027	  0.549510	  0.425972	  0.445819	  0.532516	  0.315640	  0.391548	  0.515204	  0.072369	  0.440916	  0.631390	  0.024905	  0.408562	  0.452605	  0.018016	  0.754409	  0.450733	  0.022495	  0.490181	  0.583526	  1.474422	  0.815026	  0.518719	  1.487921	  0.639718	  0.597825	  1.475713	  0.476457	  0.678814	  0.973984	  0.648760	  0.688221	  0.987997	  0.509781	  0.669408	  0.959972	  0.787740	  0.518896	  0.071991	  0.777044	  0.623906	  0.013872	  0.831214	  0.552736	  0.482078	  0.760424	  0.539031	  0.315993	  0.767155	  0.678814	  0.973984	  0.648760	  0.590675	  1.475067	  0.645741	  0.590539	  0.861025	  0.733271	  0.573339	  0.688604	  0.745626	  0.597039	  0.881029	  0.537555	  0.549893	  0.483169	  0.502008	  0.575588	  0.700003	  0.521381	  0.520425	  0.071243	  0.485598	  0.537959	  0.316339	  0.495362	  0.636611	  0.023779	  0.453244	  0.528320	  0.016184	  0.788357	  0.532891	  0.023063	  0.473855	
   419	4.190	  0.475424	  0.982758	  0.642927	  0.669220	  0.959734	  0.790149	  0.572689	  0.873407	  0.831501	  0.563816	  0.694728	  0.939214	  0.552746	  0.479822	  0.815390	  0.536094	  0.412708	  0.816180	  0.516899	  0.310173	  0.867338	  0.509171	  0.073373	  0.820951	  0.614233	  0.015257	  0.875157	  0.688346	  0.988256	  0.507353	  0.573737	  0.915468	  0.455560	  0.564583	  0.707221	  0.338970	  0.550862	  0.484194	  0.447019	  0.549464	  0.425972	  0.445832	  0.532443	  0.315624	  0.391548	  0.515159	  0.072369	  0.440934	  0.631429	  0.024912	  0.408570	  0.452628	  0.017999	  0.754423	  0.450649	  0.022503	  0.490183	  0.583429	  1.474409	  0.815038	  0.518688	  1.487898	  0.639708	  0.597821	  1.475687	  0.476448	  0.678783	  0.973995	  0.648751	  0.688182	  0.988012	  0.509772	  0.669383	  0.959978	  0.787730	  0.518838	  0.071988	  0.777023	  0.623899	  0.013873	  0.831229	  0.552774	  0.482070	  0.760436	  0.539029	  0.315987	  0.767154	  0.678783	  0.973995	  0.648751	  0.590625	  1.475048	  0.645743	  0.590535	  0.861021	  0.733272	  0.573354	  0.688599	  0.745632	  0.597002	  0.881033	  0.537556	  0.549881	  0.483157	  0.502000	  0.575562	  0.699999	  0.521378	  0.520400	  0.071241	  0.485613	  0.537942	  0.316331	  0.495364	  0.636670	  0.023785	  0.453249	  0.528330	  0.016175	  0.788371	  0.532870	  0.023069	  0.473858	
   420	4.200	  0.475451	  0.982756	  0.642959	  0.669332	  0.959771	  0.790171	  0.572712	  0.873415	  0.831521	  0.563794	  0.694708	  0.939224	  0.552756	  0.479820	  0.815397	  0.536067	  0.412692	  0.816194	  0.516918	  0.310170	  0.867350	  0.509105	  0.073371	  0.820960	  0.614237	  0.015236	  0.875148	  0.688306	  0.988271	  0.507341	  0.573761	  0.915443	  0.455565	  0.564644	  0.707228	  0.338968	  0.550844	  0.484208	  0.447029	  0.549437	  0.425952	  0.445822	  0.532425	  0.315629	  0.391540	  0.515170	  0.072351	  0.440921	  0.631454	  0.024910	  0.408583	  0.452613	  0.017981	  0.754445	  0.450678	  0.022501	  0.490179	  0.583410	  1.474394	  0.815044	  0.518646	  1.487905	  0.639710	  0.597741	  1.475671	  0.476464	  0.678819	  0.974021	  0.648756	  0.688143	  0.988026	  0.509770	  0.669495	  0.960016	  0.787741	  0.518724	  0.071990	  0.777022	  0.623856	  0.013855	  0.831210	  0.552802	  0.482069	  0.760443	  0.539000	  0.315987	  0.767158	  0.678819	  0.974021	  0.648756	  0.590575	  1.475032	  0.645754	  0.590599	  0.861045	  0.733302	  0.573401	  0.688611	  0.745651	  0.597036	  0.881035	  0.537583	  0.549836	  0.483173	  0.502010	  0.575560	  0.700007	  0.521397	  0.520415	  0.071224	  0.485600	  0.537921	  0.316333	  0.495364	  0.636700	  0.023782	  0.453262	  0.528302	  0.016157	  0.788375	  0.532899	  0.023067	  0.473862	
   421	4.210	  0.475559	  0.982694	  0.643011	  0.669402	  0.959786	  0.790187	  0.572727	  0.873399	  0.831526	  0.563799	  0.694693	  0.939237	  0.552695	  0.479813	  0.815394	  0.536022	  0.412700	  0.816220	  0.516921	  0.310164	  0.867372	  0.509078	  0.073366	  0.820984	  0.614176	  0.015218	  0.875159	  0.688320	  0.988277	  0.507366	  0.573800	  0.915416	  0.455574	  0.564687	  0.707224	  0.338989	  0.550825	  0.484211	  0.447044	  0.549417	  0.425974	  0.445835	  0.532403	  0.315659	  0.391543	  0.515133	  0.072341	  0.440928	  0.631388	  0.024912	  0.408574	  0.452619	  0.017971	  0.754456	  0.450767	  0.022443	  0.490197	  0.583351	  1.474403	  0.815035	  0.518610	  1.487887	  0.639716	  0.597669	  1.475658	  0.476475	  0.678861	  0.974032	  0.648777	  0.688158	  0.988033	  0.509789	  0.669564	  0.960031	  0.787764	  0.518661	  0.071988	  0.777038	  0.623759	  0.013840	  0.831212	  0.552729	  0.482064	  0.760440	  0.538931	  0.315983	  0.767162	  0.678861	  0.974032	  0.648777	  0.590510	  1.475030	  0.645755	  0.590691	  0.861030	  0.733341	  0.573418	  0.688600	  0.745671	  0.597093	  0.881012	  0.537620	  0.549802	  0.483178	  0.502024	  0.575576	  0.699998	  0.521424	  0.520377	  0.071213	  0.485607	  0.537885	  0.316332	  0.495375	  0.636632	  0.023783	  0.453253	  0.528263	  0.016145	  0.788382	  0.532920	  0.023036	  0.473868	
   422	4.220	  0.475590	  0.982660	  0.643027	  0.669356	  0.959777	  0.790190	  0.572676	  0.873369	  0.831534	  0.563855	  0.694690	  0.939261	  0.552681	  0.479820	  0.815428	  0.536074	  0.412693	  0.816229	  0.516916	  0.310158	  0.867390	  0.509037	  0.073374	  0.820998	  0.614134	  0.015227	  0.875176	  0.688406	  0.988280	  0.507378	  0.573754	  0.915419	  0.455604	  0.564658	  0.707229	  0.339003	  0.550851	  0.484196	  0.447050	  0.549415	  0.425987	  0.445840	  0.532365	  0.315652	  0.391560	  0.515104	  0.072343	  0.440950	  0.631320	  0.024898	  0.408581	  0.452690	  0.017934	  0.754452	  0.450794	  0.022395	  0.490210	  0.583271	  1.474396	  0.815022	  0.518537	  1.487830	  0.639714	  0.597592	  1.475634	  0.476466	  0.678881	  0.974028	  0.648784	  0.688243	  0.988036	  0.509801	  0.669519	  0.960021	  0.787766	  0.518642	  0.071991	  0.777056	  0.623739	  0.013844	  0.831235	  0.552672	  0.482070	  0.760474	  0.538890	  0.315988	  0.767190	  0.678881	  0.974028	  0.648784	  0.590432	  1.475015	  0.645744	  0.590731	  0.861009	  0.733345	  0.573414	  0.688591	  0.745689	  0.597123	  0.881003	  0.537625	  0.549837	  0.483159	  0.502031	  0.575608	  0.699984	  0.521430	  0.520369	  0.071214	  0.485626	  0.537903	  0.316321	  0.495387	  0.636586	  0.023769	  0.453258	  0.528294	  0.016126	  0.788390	  0.532914	  0.023003	  0.473877	
   423	4.230	  0.475575	  0.982655	  0.643064	  0.669296	  0.959779	  0.790183	  0.572660	  0.873380	  0.831535	  0.563871	  0.694696	  0.939276	  0.552717	  0.479810	  0.815464	  0.536102	  0.412684	  0.816257	  0.516920	  0.310151	  0.867403	  0.509025	  0.073361	  0.821013	  0.614103	  0.015232	  0.875180	  0.688466	  0.988290	  0.507380	  0.573759	  0.915416	  0.455626	  0.564637	  0.707223	  0.339015	  0.550887	  0.484180	  0.447061	  0.549435	  0.425964	  0.445850	  0.532407	  0.315631	  0.391599	  0.515097	  0.072335	  0.440976	  0.631355	  0.024896	  0.408609	  0.452710	  0.017922	  0.754448	  0.450838	  0.022378	  0.490245	  0.583211	  1.474405	  0.815025	  0.518506	  1.487762	  0.639737	  0.597548	  1.475605	  0.476477	  0.678881	  0.974034	  0.648781	  0.688302	  0.988046	  0.509803	  0.669461	  0.960023	  0.787759	  0.518642	  0.071978	  0.777074	  0.623720	  0.013849	  0.831241	  0.552704	  0.482055	  0.760510	  0.538909	  0.315974	  0.767219	  0.678881	  0.974034	  0.648781	  0.590379	  1.475005	  0.645751	  0.590755	  0.861005	  0.733354	  0.573441	  0.688583	  0.745710	  0.597107	  0.881010	  0.537633	  0.549893	  0.483140	  0.502042	  0.575624	  0.699979	  0.521439	  0.520340	  0.071210	  0.485655	  0.537924	  0.316309	  0.495405	  0.636598	  0.023771	  0.453289	  0.528297	  0.016122	  0.788391	  0.532944	  0.022994	  0.473910	
   424	4.240	  0.475646	  0.982634	  0.643080	  0.669261	  0.959782	  0.790219	  0.572666	  0.873364	  0.831574	  0.563887	  0.694696	  0.939286	  0.552716	  0.479802	  0.815474	  0.536105	  0.412689	  0.816284	  0.516958	  0.310145	  0.867416	  0.508961	  0.073353	  0.821023	  0.614105	  0.015225	  0.875186	  0.688438	  0.988298	  0.507386	  0.573724	  0.915419	  0.455641	  0.564638	  0.707217	  0.339036	  0.550870	  0.484209	  0.447103	  0.549416	  0.425961	  0.445866	  0.532407	  0.315631	  0.391639	  0.515110	  0.072343	  0.440993	  0.631356	  0.024895	  0.408625	  0.452709	  0.017908	  0.754445	  0.450838	  0.022375	  0.490248	  0.583194	  1.474402	  0.815031	  0.518432	  1.487726	  0.639758	  0.597433	  1.475605	  0.476510	  0.678850	  0.974040	  0.648802	  0.688272	  0.988052	  0.509824	  0.669427	  0.960028	  0.787780	  0.518533	  0.071974	  0.777075	  0.623676	  0.013846	  0.831237	  0.552697	  0.482051	  0.760520	  0.538861	  0.315970	  0.767225	  0.678850	  0.974040	  0.648802	  0.590313	  1.475003	  0.645770	  0.590732	  0.861001	  0.733372	  0.573426	  0.688579	  0.745724	  0.597089	  0.881007	  0.537651	  0.549863	  0.483174	  0.502084	  0.575601	  0.699993	  0.521468	  0.520347	  0.071219	  0.485673	  0.537909	  0.316332	  0.495438	  0.636593	  0.023772	  0.453305	  0.528277	  0.016112	  0.788387	  0.532942	  0.022992	  0.473919	
   425	4.250	  0.475713	  0.982615	  0.643115	  0.669356	  0.959784	  0.790239	  0.572720	  0.873375	  0.831592	  0.563947	  0.694695	  0.939296	  0.552767	  0.479800	  0.815488	  0.536164	  0.412681	  0.816308	  0.516962	  0.310135	  0.867436	  0.508961	  0.073347	  0.821044	  0.614068	  0.015208	  0.875185	  0.688424	  0.988298	  0.507386	  0.573687	  0.915415	  0.455645	  0.564583	  0.707206	  0.339076	  0.550834	  0.484207	  0.447114	  0.549449	  0.425960	  0.445877	  0.532445	  0.315627	  0.391654	  0.515071	  0.072349	  0.441014	  0.631309	  0.024892	  0.408623	  0.452728	  0.017900	  0.754459	  0.450791	  0.022388	  0.490236	  0.583162	  1.474392	  0.815027	  0.518383	  1.487697	  0.639777	  0.597413	  1.475594	  0.476524	  0.678890	  0.974041	  0.648812	  0.688259	  0.988052	  0.509831	  0.669521	  0.960030	  0.787794	  0.518563	  0.071964	  0.777102	  0.623670	  0.013825	  0.831244	  0.552744	  0.482050	  0.760534	  0.538901	  0.315965	  0.767244	  0.678890	  0.974041	  0.648812	  0.590288	  1.474993	  0.645775	  0.590793	  0.860996	  0.733395	  0.573481	  0.688575	  0.745743	  0.597126	  0.880996	  0.537674	  0.549835	  0.483172	  0.502095	  0.575608	  0.699986	  0.521485	  0.520286	  0.071228	  0.485697	  0.537867	  0.316334	  0.495454	  0.636523	  0.023771	  0.453306	  0.528284	  0.016099	  0.788398	  0.532885	  0.022999	  0.473913	
   426	4.260	  0.475688	  0.982611	  0.643149	  0.669420	  0.959789	  0.790235	  0.572835	  0.873358	  0.831605	  0.563974	  0.694693	  0.939300	  0.552815	  0.479784	  0.815514	  0.536259	  0.412678	  0.816326	  0.517009	  0.310135	  0.867457	  0.508959	  0.073336	  0.821039	  0.614043	  0.015211	  0.875201	  0.688483	  0.988302	  0.507405	  0.573682	  0.915418	  0.455681	  0.564559	  0.707196	  0.339107	  0.550842	  0.484183	  0.447130	  0.549501	  0.425940	  0.445893	  0.532490	  0.315615	  0.391640	  0.515072	  0.072350	  0.441020	  0.631317	  0.024878	  0.408636	  0.452645	  0.017943	  0.754462	  0.450785	  0.022418	  0.490247	  0.583087	  1.474381	  0.815021	  0.518371	  1.487666	  0.639785	  0.597367	  1.475574	  0.476512	  0.678951	  0.974045	  0.648820	  0.688319	  0.988057	  0.509838	  0.669584	  0.960034	  0.787802	  0.518576	  0.071952	  0.777101	  0.623660	  0.013827	  0.831262	  0.552821	  0.482031	  0.760560	  0.538952	  0.315949	  0.767259	  0.678951	  0.974045	  0.648820	  0.590227	  1.474977	  0.645767	  0.590873	  0.860995	  0.733415	  0.573560	  0.688566	  0.745766	  0.597177	  0.880997	  0.537692	  0.549855	  0.483145	  0.502111	  0.575646	  0.699974	  0.521503	  0.520276	  0.071227	  0.485704	  0.537875	  0.316318	  0.495466	  0.636521	  0.023756	  0.453320	  0.528234	  0.016124	  0.788408	  0.532880	  0.023009	  0.473925	
   427	4.270	  0.475618	  0.982617	  0.643162	  0.669460	  0.959809	  0.790227	  0.572953	  0.873339	  0.831618	  0.564031	  0.694668	  0.939321	  0.552880	  0.479789	  0.815526	  0.536283	  0.412676	  0.816348	  0.517050	  0.310137	  0.867479	  0.508987	  0.073326	  0.821030	  0.614066	  0.015199	  0.875201	  0.688417	  0.988317	  0.507405	  0.573627	  0.915428	  0.455715	  0.564557	  0.707205	  0.339135	  0.550904	  0.484159	  0.447128	  0.549503	  0.425948	  0.445906	  0.532441	  0.315637	  0.391641	  0.515070	  0.072360	  0.441014	  0.631276	  0.024871	  0.408639	  0.452619	  0.017944	  0.754467	  0.450834	  0.022405	  0.490262	  0.583016	  1.474369	  0.815025	  0.518348	  1.487637	  0.639768	  0.597302	  1.475556	  0.476507	  0.678939	  0.974063	  0.648816	  0.688255	  0.988073	  0.509831	  0.669623	  0.960054	  0.787801	  0.518590	  0.071948	  0.777088	  0.623668	  0.013821	  0.831259	  0.552903	  0.482035	  0.760571	  0.539006	  0.315950	  0.767261	  0.678939	  0.974063	  0.648816	  0.590159	  1.474962	  0.645766	  0.590876	  0.861009	  0.733422	  0.573599	  0.688576	  0.745775	  0.597160	  0.881006	  0.537699	  0.549920	  0.483116	  0.502109	  0.575666	  0.699966	  0.521506	  0.520317	  0.071231	  0.485693	  0.537930	  0.316302	  0.495461	  0.636522	  0.023742	  0.453318	  0.528223	  0.016122	  0.788409	  0.532908	  0.022996	  0.473933	
   428	4.280	  0.475684	  0.982595	  0.643215	  0.669461	  0.959803	  0.790253	  0.572945	  0.873353	  0.831642	  0.564104	  0.694674	  0.939348	  0.552907	  0.479788	  0.815546	  0.536320	  0.412676	  0.816367	  0.517108	  0.310136	  0.867496	  0.509014	  0.073308	  0.821029	  0.614059	  0.015205	  0.875205	  0.688279	  0.988333	  0.507391	  0.573569	  0.915451	  0.455746	  0.564520	  0.707208	  0.339150	  0.550886	  0.484181	  0.447154	  0.549543	  0.425943	  0.445923	  0.532421	  0.315644	  0.391641	  0.515022	  0.072370	  0.441019	  0.631237	  0.024880	  0.408632	  0.452606	  0.017944	  0.754489	  0.450774	  0.022406	  0.490259	  0.582965	  1.474366	  0.814997	  0.518288	  1.487618	  0.639755	  0.597277	  1.475558	  0.476522	  0.678870	  0.974068	  0.648822	  0.688117	  0.988086	  0.509833	  0.669624	  0.960050	  0.787811	  0.518596	  0.071933	  0.777083	  0.623641	  0.013830	  0.831258	  0.552899	  0.482035	  0.760592	  0.539006	  0.315944	  0.767271	  0.678870	  0.974068	  0.648822	  0.590121	  1.474962	  0.645759	  0.590838	  0.861001	  0.733442	  0.573575	  0.688572	  0.745795	  0.597078	  0.881007	  0.537718	  0.549900	  0.483137	  0.502136	  0.575612	  0.699976	  0.521528	  0.520294	  0.071236	  0.485695	  0.537909	  0.316317	  0.495477	  0.636509	  0.023746	  0.453308	  0.528204	  0.016125	  0.788421	  0.532869	  0.022998	  0.473927	
   429	4.290	  0.475659	  0.982601	  0.643254	  0.669469	  0.959814	  0.790274	  0.572904	  0.873351	  0.831665	  0.564194	  0.694688	  0.939367	  0.552976	  0.479775	  0.815576	  0.536384	  0.412669	  0.816370	  0.517163	  0.310132	  0.867520	  0.508949	  0.073329	  0.821047	  0.614052	  0.015220	  0.875217	  0.688357	  0.988356	  0.507404	  0.573550	  0.915462	  0.455772	  0.564546	  0.707214	  0.339147	  0.550940	  0.484195	  0.447189	  0.549524	  0.425950	  0.445928	  0.532404	  0.315652	  0.391661	  0.515028	  0.072380	  0.441039	  0.631238	  0.024873	  0.408626	  0.452702	  0.017920	  0.754481	  0.450771	  0.022414	  0.490267	  0.582917	  1.474354	  0.814968	  0.518188	  1.487625	  0.639753	  0.597244	  1.475546	  0.476525	  0.678913	  0.974085	  0.648839	  0.688194	  0.988109	  0.509853	  0.669632	  0.960061	  0.787825	  0.518502	  0.071951	  0.777094	  0.623604	  0.013842	  0.831264	  0.552929	  0.482024	  0.760622	  0.538986	  0.315944	  0.767293	  0.678913	  0.974085	  0.648839	  0.590081	  1.474950	  0.645746	  0.590898	  0.861008	  0.733463	  0.573622	  0.688570	  0.745821	  0.597114	  0.881024	  0.537740	  0.549949	  0.483153	  0.502170	  0.575654	  0.699993	  0.521556	  0.520305	  0.071247	  0.485714	  0.537943	  0.316331	  0.495505	  0.636516	  0.023740	  0.453301	  0.528241	  0.016118	  0.788419	  0.532870	  0.023000	  0.473928	
   430	4.300	  0.475737	  0.982588	  0.643304	  0.669573	  0.959833	  0.790283	  0.572932	  0.873347	  0.831682	  0.564287	  0.694700	  0.939382	  0.553056	  0.479762	  0.815589	  0.536430	  0.412679	  0.816406	  0.517194	  0.310136	  0.867523	  0.508980	  0.073358	  0.821057	  0.614071	  0.015203	  0.875203	  0.688378	  0.988374	  0.507411	  0.573510	  0.915478	  0.455775	  0.564519	  0.707226	  0.339156	  0.550949	  0.484174	  0.447197	  0.549533	  0.425950	  0.445938	  0.532409	  0.315664	  0.391670	  0.515046	  0.072389	  0.441025	  0.631228	  0.024882	  0.408615	  0.452718	  0.017928	  0.754462	  0.450771	  0.022434	  0.490290	  0.582833	  1.474359	  0.814963	  0.518128	  1.487648	  0.639745	  0.597150	  1.475548	  0.476514	  0.678975	  0.974103	  0.648847	  0.688215	  0.988127	  0.509858	  0.669735	  0.960080	  0.787836	  0.518546	  0.071982	  0.777107	  0.623636	  0.013827	  0.831253	  0.552989	  0.482012	  0.760635	  0.539039	  0.315950	  0.767306	  0.678975	  0.974103	  0.648847	  0.589992	  1.474954	  0.645739	  0.590995	  0.861014	  0.733491	  0.573702	  0.688568	  0.745842	  0.597168	  0.881028	  0.537766	  0.549964	  0.483132	  0.502179	  0.575690	  0.699986	  0.521574	  0.520330	  0.071253	  0.485699	  0.537962	  0.316321	  0.495504	  0.636512	  0.023745	  0.453289	  0.528264	  0.016115	  0.788403	  0.532869	  0.023014	  0.473935	
   431	4.310	  0.475763	  0.982599	  0.643351	  0.669703	  0.959850	  0.790290	  0.572968	  0.873356	  0.831698	  0.564371	  0.694701	  0.939401	  0.553093	  0.479762	  0.815613	  0.536455	  0.412689	  0.816452	  0.517206	  0.310126	  0.867541	  0.508993	  0.073352	  0.821059	  0.614074	  0.015194	  0.875206	  0.688343	  0.988356	  0.507397	  0.573466	  0.915478	  0.455805	  0.564507	  0.707235	  0.339188	  0.550954	  0.484173	  0.447199	  0.549513	  0.425950	  0.445955	  0.532371	  0.315686	  0.391692	  0.515067	  0.072404	  0.441023	  0.631239	  0.024878	  0.408624	  0.452623	  0.017968	  0.754466	  0.450765	  0.022438	  0.490292	  0.582762	  1.474375	  0.814937	  0.518056	  1.487617	  0.639730	  0.597092	  1.475549	  0.476502	  0.679023	  0.974103	  0.648844	  0.688181	  0.988109	  0.509847	  0.669864	  0.960097	  0.787840	  0.518568	  0.071981	  0.777110	  0.623649	  0.013823	  0.831258	  0.553003	  0.482013	  0.760659	  0.539057	  0.315950	  0.767322	  0.679023	  0.974103	  0.648844	  0.589927	  1.474962	  0.645719	  0.591057	  0.861031	  0.733526	  0.573742	  0.688578	  0.745871	  0.597182	  0.881017	  0.537796	  0.549966	  0.483128	  0.502180	  0.575699	  0.699977	  0.521591	  0.520380	  0.071263	  0.485694	  0.537983	  0.316322	  0.495503	  0.636552	  0.023737	  0.453295	  0.528216	  0.016136	  0.788408	  0.532883	  0.023012	  0.473939	
   432	4.320	  0.475870	  0.982584	  0.643394	  0.669720	  0.959862	  0.790282	  0.572996	  0.873367	  0.831713	  0.564419	  0.694706	  0.939414	  0.553131	  0.479774	  0.815631	  0.536554	  0.412693	  0.816464	  0.517218	  0.310137	  0.867540	  0.508992	  0.073330	  0.821060	  0.614121	  0.015205	  0.875218	  0.688295	  0.988317	  0.507403	  0.573406	  0.915486	  0.455838	  0.564520	  0.707221	  0.339222	  0.550946	  0.484181	  0.447209	  0.549538	  0.425954	  0.445970	  0.532322	  0.315706	  0.391716	  0.515085	  0.072394	  0.441032	  0.631186	  0.024871	  0.408641	  0.452615	  0.017985	  0.754491	  0.450766	  0.022454	  0.490278	  0.582751	  1.474370	  0.814936	  0.517990	  1.487625	  0.639714	  0.597021	  1.475520	  0.476479	  0.679007	  0.974090	  0.648842	  0.688135	  0.988072	  0.509841	  0.669880	  0.960107	  0.787843	  0.518617	  0.071954	  0.777122	  0.623746	  0.013829	  0.831281	  0.553033	  0.482024	  0.760677	  0.539095	  0.315945	  0.767337	  0.679007	  0.974090	  0.648842	  0.589886	  1.474945	  0.645708	  0.591057	  0.861033	  0.733562	  0.573756	  0.688584	  0.745899	  0.597141	  0.880987	  0.537828	  0.549934	  0.483133	  0.502189	  0.575662	  0.699963	  0.521612	  0.520460	  0.071246	  0.485695	  0.537997	  0.316319	  0.495509	  0.636560	  0.023723	  0.453304	  0.528255	  0.016148	  0.788432	  0.532887	  0.023015	  0.473935	
   433	4.330	  0.475919	  0.982600	  0.643441	  0.669682	  0.959851	  0.790280	  0.572989	  0.873379	  0.831723	  0.564503	  0.694692	  0.939426	  0.553157	  0.479784	  0.815624	  0.536549	  0.412710	  0.816462	  0.517255	  0.310143	  0.867555	  0.509029	  0.073345	  0.821076	  0.614122	  0.015222	  0.875201	  0.688267	  0.988294	  0.507414	  0.573400	  0.915496	  0.455868	  0.564486	  0.707217	  0.339228	  0.550965	  0.484184	  0.447230	  0.549578	  0.425947	  0.445985	  0.532394	  0.315690	  0.391726	  0.515076	  0.072396	  0.441046	  0.631242	  0.024856	  0.408646	  0.452557	  0.018005	  0.754506	  0.450769	  0.022461	  0.490274	  0.582622	  1.474383	  0.814909	  0.518001	  1.487600	  0.639697	  0.596959	  1.475526	  0.476463	  0.678975	  0.974073	  0.648847	  0.688108	  0.988049	  0.509846	  0.669841	  0.960096	  0.787848	  0.518627	  0.071969	  0.777133	  0.623719	  0.013846	  0.831258	  0.553022	  0.482038	  0.760671	  0.539092	  0.315960	  0.767338	  0.678975	  0.974073	  0.648847	  0.589791	  1.474955	  0.645686	  0.591021	  0.861033	  0.733586	  0.573731	  0.688591	  0.745910	  0.597070	  0.880982	  0.537850	  0.549972	  0.483135	  0.502211	  0.575640	  0.699962	  0.521635	  0.520410	  0.071251	  0.485714	  0.537999	  0.316322	  0.495530	  0.636576	  0.023712	  0.453314	  0.528211	  0.016167	  0.788431	  0.532895	  0.023014	  0.473938	
