BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
   434	4.340	  0.475994	  0.982613	  0.643475	  0.669694	  0.959876	  0.790321	  0.573053	  0.873344	  0.831751	  0.564517	  0.694687	  0.939432	  0.553161	  0.479799	  0.815626	  0.536544	  0.412711	  0.816464	  0.517291	  0.310147	  0.867571	  0.509126	  0.073345	  0.821070	  0.614145	  0.015233	  0.875202	  0.688248	  0.988293	  0.507424	  0.573440	  0.915508	  0.455885	  0.564499	  0.707216	  0.339223	  0.551019	  0.484200	  0.447257	  0.549571	  0.425969	  0.445999	  0.532442	  0.315690	  0.391719	  0.515110	  0.072404	  0.441041	  0.631294	  0.024885	  0.408639	  0.452541	  0.018041	  0.754475	  0.450810	  0.022462	  0.490274	  0.582592	  1.474408	  0.814881	  0.517888	  1.487606	  0.639682	  0.596921	  1.475521	  0.476432	  0.678971	  0.974085	  0.648872	  0.688087	  0.988047	  0.509869	  0.669854	  0.960122	  0.787876	  0.518713	  0.071974	  0.777125	  0.623732	  0.013862	  0.831257	  0.553039	  0.482057	  0.760673	  0.539137	  0.315974	  0.767336	  0.678971	  0.974085	  0.648872	  0.589756	  1.474965	  0.645657	  0.591018	  0.861056	  0.733626	  0.573737	  0.688612	  0.745932	  0.597060	  0.880985	  0.537888	  0.550043	  0.483151	  0.502238	  0.575667	  0.699970	  0.521667	  0.520405	  0.071262	  0.485713	  0.538040	  0.316336	  0.495546	  0.636590	  0.023743	  0.453312	  0.528208	  0.016194	  0.788413	  0.532925	  0.023028	  0.473937	
   435	4.350	  0.476025	  0.982621	  0.643500	  0.669668	  0.959855	  0.790332	  0.573107	  0.873362	  0.831790	  0.564556	  0.694691	  0.939437	  0.553224	  0.479775	  0.815641	  0.536613	  0.412697	  0.816465	  0.517273	  0.310141	  0.867575	  0.509133	  0.073349	  0.821076	  0.614156	  0.015245	  0.875196	  0.688274	  0.988269	  0.507420	  0.573405	  0.915530	  0.455904	  0.564493	  0.707226	  0.339242	  0.550997	  0.484228	  0.447277	  0.549546	  0.425989	  0.446013	  0.532435	  0.315692	  0.391711	  0.515125	  0.072408	  0.441026	  0.631259	  0.024904	  0.408608	  0.452570	  0.018037	  0.754458	  0.450810	  0.022499	  0.490252	  0.582582	  1.474419	  0.814836	  0.517777	  1.487631	  0.639667	  0.596830	  1.475483	  0.476408	  0.678971	  0.974062	  0.648876	  0.688113	  0.988022	  0.509874	  0.669829	  0.960102	  0.787878	  0.518776	  0.071971	  0.777143	  0.623799	  0.013867	  0.831263	  0.553111	  0.482035	  0.760687	  0.539206	  0.315959	  0.767352	  0.678971	  0.974062	  0.648876	  0.589706	  1.474951	  0.645622	  0.591008	  0.861047	  0.733639	  0.573765	  0.688597	  0.745946	  0.597034	  0.880976	  0.537900	  0.550009	  0.483179	  0.502258	  0.575638	  0.699978	  0.521683	  0.520414	  0.071264	  0.485699	  0.538023	  0.316353	  0.495552	  0.636548	  0.023759	  0.453281	  0.528253	  0.016194	  0.788405	  0.532906	  0.023056	  0.473911	
   436	4.360	  0.476042	  0.982629	  0.643499	  0.669606	  0.959817	  0.790346	  0.573115	  0.873379	  0.831781	  0.564582	  0.694678	  0.939442	  0.553257	  0.479776	  0.815643	  0.536578	  0.412720	  0.816455	  0.517260	  0.310148	  0.867588	  0.509164	  0.073375	  0.821069	  0.614187	  0.015253	  0.875206	  0.688289	  0.988263	  0.507435	  0.573390	  0.915544	  0.455905	  0.564450	  0.707235	  0.339277	  0.550981	  0.484231	  0.447272	  0.549545	  0.425986	  0.446018	  0.532482	  0.315683	  0.391725	  0.515160	  0.072418	  0.441038	  0.631222	  0.024891	  0.408601	  0.452505	  0.018057	  0.754452	  0.450819	  0.022517	  0.490244	  0.582453	  1.474432	  0.814810	  0.517706	  1.487626	  0.639659	  0.596735	  1.475465	  0.476388	  0.678947	  0.974040	  0.648891	  0.688127	  0.988016	  0.509893	  0.669768	  0.960064	  0.787889	  0.518802	  0.071999	  0.777134	  0.623825	  0.013877	  0.831271	  0.553140	  0.482035	  0.760690	  0.539233	  0.315970	  0.767350	  0.678947	  0.974040	  0.648891	  0.589594	  1.474948	  0.645599	  0.590960	  0.861028	  0.733631	  0.573752	  0.688586	  0.745943	  0.597006	  0.880981	  0.537896	  0.550005	  0.483181	  0.502253	  0.575621	  0.699982	  0.521678	  0.520418	  0.071278	  0.485715	  0.538022	  0.316360	  0.495555	  0.636480	  0.023751	  0.453279	  0.528229	  0.016210	  0.788406	  0.532881	  0.023062	  0.473905	
   437	4.370	  0.476056	  0.982647	  0.643520	  0.669709	  0.959829	  0.790361	  0.573121	  0.873395	  0.831774	  0.564572	  0.694684	  0.939443	  0.553248	  0.479790	  0.815644	  0.536662	  0.412722	  0.816469	  0.517302	  0.310147	  0.867577	  0.509189	  0.073369	  0.821049	  0.614224	  0.015252	  0.875204	  0.688313	  0.988271	  0.507460	  0.573388	  0.915536	  0.455928	  0.564462	  0.707244	  0.339288	  0.551025	  0.484211	  0.447280	  0.549566	  0.425986	  0.446011	  0.532464	  0.315687	  0.391739	  0.515169	  0.072444	  0.441049	  0.631203	  0.024879	  0.408609	  0.452443	  0.018098	  0.754442	  0.450786	  0.022560	  0.490246	  0.582347	  1.474466	  0.814779	  0.517603	  1.487613	  0.639642	  0.596660	  1.475439	  0.476361	  0.679011	  0.974050	  0.648910	  0.688152	  0.988024	  0.509910	  0.669870	  0.960075	  0.787911	  0.518849	  0.071994	  0.777119	  0.623884	  0.013877	  0.831275	  0.553135	  0.482047	  0.760690	  0.539249	  0.315976	  0.767344	  0.679011	  0.974050	  0.648910	  0.589503	  1.474952	  0.645570	  0.591022	  0.861042	  0.733654	  0.573783	  0.688599	  0.745956	  0.597065	  0.880991	  0.537918	  0.550055	  0.483158	  0.502261	  0.575675	  0.699977	  0.521694	  0.520458	  0.071302	  0.485722	  0.538068	  0.316357	  0.495563	  0.636491	  0.023737	  0.453283	  0.528220	  0.016232	  0.788402	  0.532868	  0.023080	  0.473908	
   438	4.380	  0.476082	  0.982653	  0.643526	  0.669730	  0.959854	  0.790390	  0.573138	  0.873394	  0.831785	  0.564584	  0.694695	  0.939459	  0.553284	  0.479818	  0.815652	  0.536690	  0.412720	  0.816485	  0.517343	  0.310155	  0.867566	  0.509220	  0.073365	  0.821056	  0.614237	  0.015269	  0.875193	  0.688261	  0.988248	  0.507455	  0.573411	  0.915542	  0.455951	  0.564488	  0.707245	  0.339302	  0.551034	  0.484215	  0.447284	  0.549613	  0.425991	  0.446010	  0.532428	  0.315705	  0.391723	  0.515185	  0.072454	  0.441036	  0.631225	  0.024885	  0.408623	  0.452513	  0.018099	  0.754422	  0.450788	  0.022586	  0.490250	  0.582268	  1.474483	  0.814755	  0.517481	  1.487604	  0.639632	  0.596589	  1.475388	  0.476326	  0.678996	  0.974051	  0.648923	  0.688100	  0.988001	  0.509917	  0.669891	  0.960101	  0.787928	  0.518875	  0.071991	  0.777125	  0.623893	  0.013896	  0.831263	  0.553177	  0.482076	  0.760699	  0.539285	  0.315992	  0.767352	  0.678996	  0.974051	  0.648923	  0.589428	  1.474935	  0.645541	  0.590999	  0.861062	  0.733685	  0.573790	  0.688623	  0.745976	  0.597050	  0.880974	  0.537946	  0.550058	  0.483161	  0.502265	  0.575668	  0.699969	  0.521711	  0.520534	  0.071304	  0.485702	  0.538101	  0.316359	  0.495557	  0.636575	  0.023736	  0.453289	  0.528263	  0.016241	  0.788385	  0.532905	  0.023094	  0.473913	
   439	4.390	  0.476110	  0.982642	  0.643528	  0.669691	  0.959870	  0.790423	  0.573124	  0.873397	  0.831810	  0.564600	  0.694693	  0.939475	  0.553271	  0.479825	  0.815666	  0.536690	  0.412726	  0.816496	  0.517337	  0.310152	  0.867558	  0.509271	  0.073356	  0.821036	  0.614269	  0.015265	  0.875177	  0.688312	  0.988228	  0.507493	  0.573428	  0.915548	  0.455956	  0.564484	  0.707245	  0.339311	  0.550988	  0.484234	  0.447291	  0.549649	  0.425994	  0.446026	  0.532469	  0.315698	  0.391710	  0.515192	  0.072440	  0.441034	  0.631307	  0.024901	  0.408615	  0.452534	  0.018101	  0.754412	  0.450756	  0.022621	  0.490239	  0.582203	  1.474483	  0.814713	  0.517385	  1.487614	  0.639611	  0.596500	  1.475337	  0.476286	  0.679001	  0.974049	  0.648958	  0.688150	  0.987981	  0.509953	  0.669853	  0.960116	  0.787962	  0.518947	  0.071987	  0.777110	  0.623945	  0.013895	  0.831251	  0.553151	  0.482085	  0.760713	  0.539298	  0.315996	  0.767353	  0.679001	  0.974049	  0.648958	  0.589351	  1.474910	  0.645500	  0.590996	  0.861067	  0.733719	  0.573776	  0.688630	  0.746001	  0.597077	  0.880955	  0.537978	  0.550007	  0.483181	  0.502272	  0.575660	  0.699968	  0.521732	  0.520527	  0.071289	  0.485702	  0.538067	  0.316365	  0.495561	  0.636641	  0.023751	  0.453282	  0.528298	  0.016242	  0.788375	  0.532917	  0.023120	  0.473904	
   440	4.400	  0.476130	  0.982658	  0.643551	  0.669682	  0.959861	  0.790432	  0.573184	  0.873392	  0.831820	  0.564606	  0.694693	  0.939508	  0.553255	  0.479831	  0.815671	  0.536701	  0.412737	  0.816480	  0.517362	  0.310156	  0.867559	  0.509281	  0.073368	  0.821011	  0.614256	  0.015266	  0.875178	  0.688310	  0.988260	  0.507522	  0.573411	  0.915558	  0.455961	  0.564465	  0.707251	  0.339308	  0.551004	  0.484248	  0.447307	  0.549616	  0.425996	  0.446039	  0.532502	  0.315704	  0.391720	  0.515136	  0.072457	  0.441027	  0.631322	  0.024888	  0.408619	  0.452552	  0.018105	  0.754387	  0.450749	  0.022601	  0.490229	  0.582190	  1.474487	  0.814682	  0.517372	  1.487622	  0.639591	  0.596407	  1.475310	  0.476243	  0.678996	  0.974060	  0.648977	  0.688149	  0.988014	  0.509975	  0.669844	  0.960107	  0.787979	  0.518940	  0.072001	  0.777081	  0.623916	  0.013899	  0.831249	  0.553144	  0.482091	  0.760718	  0.539291	  0.316005	  0.767345	  0.678996	  0.974060	  0.648977	  0.589298	  1.474899	  0.645462	  0.590988	  0.861067	  0.733723	  0.573769	  0.688633	  0.746005	  0.597068	  0.880986	  0.537984	  0.550032	  0.483195	  0.502289	  0.575667	  0.699991	  0.521743	  0.520410	  0.071309	  0.485703	  0.538035	  0.316381	  0.495571	  0.636596	  0.023740	  0.453294	  0.528295	  0.016246	  0.788360	  0.532894	  0.023104	  0.473904	
   441	4.410	  0.476079	  0.982691	  0.643559	  0.669702	  0.959848	  0.790446	  0.573207	  0.873403	  0.831834	  0.564608	  0.694690	  0.939512	  0.553295	  0.479829	  0.815665	  0.536676	  0.412753	  0.816466	  0.517374	  0.310166	  0.867574	  0.509302	  0.073385	  0.821011	  0.614275	  0.015276	  0.875174	  0.688365	  0.988229	  0.507529	  0.573411	  0.915566	  0.455999	  0.564500	  0.707236	  0.339320	  0.551066	  0.484257	  0.447303	  0.549647	  0.425996	  0.446039	  0.532489	  0.315711	  0.391740	  0.515169	  0.072475	  0.441011	  0.631298	  0.024909	  0.408621	  0.452504	  0.018139	  0.754367	  0.450652	  0.022665	  0.490224	  0.582106	  1.474501	  0.814647	  0.517294	  1.487602	  0.639569	  0.596278	  1.475274	  0.476221	  0.679034	  0.974038	  0.648987	  0.688203	  0.987982	  0.509985	  0.669864	  0.960095	  0.787989	  0.518938	  0.072019	  0.777076	  0.623911	  0.013910	  0.831239	  0.553198	  0.482091	  0.760712	  0.539323	  0.316012	  0.767340	  0.679034	  0.974038	  0.648987	  0.589192	  1.474887	  0.645434	  0.590997	  0.861072	  0.733738	  0.573799	  0.688636	  0.746011	  0.597082	  0.880980	  0.537999	  0.550091	  0.483199	  0.502284	  0.575701	  0.699989	  0.521748	  0.520482	  0.071321	  0.485682	  0.538099	  0.316389	  0.495560	  0.636612	  0.023755	  0.453291	  0.528266	  0.016270	  0.788344	  0.532846	  0.023147	  0.473900	
   442	4.420	  0.476017	  0.982722	  0.643553	  0.669717	  0.959848	  0.790469	  0.573207	  0.873403	  0.831849	  0.564589	  0.694679	  0.939515	  0.553263	  0.479828	  0.815676	  0.536644	  0.412775	  0.816460	  0.517339	  0.310164	  0.867568	  0.509359	  0.073384	  0.820998	  0.614261	  0.015300	  0.875169	  0.688351	  0.988208	  0.507516	  0.573419	  0.915582	  0.456010	  0.564566	  0.707239	  0.339347	  0.551082	  0.484235	  0.447306	  0.549642	  0.426002	  0.446040	  0.532504	  0.315726	  0.391744	  0.515208	  0.072472	  0.441007	  0.631300	  0.024901	  0.408605	  0.452507	  0.018158	  0.754366	  0.450681	  0.022662	  0.490215	  0.581933	  1.474525	  0.814600	  0.517148	  1.487586	  0.639543	  0.596145	  1.475243	  0.476175	  0.679034	  0.974028	  0.648992	  0.688189	  0.987961	  0.509989	  0.669880	  0.960096	  0.787996	  0.519019	  0.072020	  0.777068	  0.623921	  0.013936	  0.831240	  0.553168	  0.482091	  0.760723	  0.539338	  0.316012	  0.767343	  0.679034	  0.974028	  0.648992	  0.589039	  1.474884	  0.645387	  0.590973	  0.861085	  0.733748	  0.573772	  0.688643	  0.746022	  0.597069	  0.880977	  0.538008	  0.550081	  0.483178	  0.502287	  0.575689	  0.699978	  0.521755	  0.520517	  0.071319	  0.485678	  0.538107	  0.316375	  0.495560	  0.636609	  0.023748	  0.453276	  0.528272	  0.016292	  0.788344	  0.532861	  0.023142	  0.473888	
   443	4.430	  0.476018	  0.982720	  0.643542	  0.669701	  0.959838	  0.790479	  0.573198	  0.873406	  0.831855	  0.564580	  0.694676	  0.939513	  0.553215	  0.479852	  0.815670	  0.536639	  0.412780	  0.816484	  0.517327	  0.310172	  0.867550	  0.509404	  0.073384	  0.820978	  0.614288	  0.015295	  0.875172	  0.688275	  0.988194	  0.507534	  0.573378	  0.915617	  0.456042	  0.564587	  0.707238	  0.339360	  0.551066	  0.484215	  0.447308	  0.549673	  0.426012	  0.446052	  0.532509	  0.315722	  0.391730	  0.515233	  0.072461	  0.441003	  0.631282	  0.024908	  0.408597	  0.452554	  0.018128	  0.754364	  0.450743	  0.022633	  0.490219	  0.581883	  1.474534	  0.814569	  0.517050	  1.487588	  0.639538	  0.596025	  1.475207	  0.476132	  0.678988	  0.974016	  0.649006	  0.688113	  0.987947	  0.510000	  0.669863	  0.960085	  0.788013	  0.519089	  0.072025	  0.777053	  0.623972	  0.013936	  0.831248	  0.553111	  0.482117	  0.760717	  0.539332	  0.316030	  0.767333	  0.678988	  0.974016	  0.649006	  0.588954	  1.474871	  0.645350	  0.590909	  0.861080	  0.733754	  0.573710	  0.688652	  0.746022	  0.597032	  0.880966	  0.538014	  0.550040	  0.483155	  0.502288	  0.575651	  0.699962	  0.521759	  0.520559	  0.071304	  0.485672	  0.538100	  0.316355	  0.495559	  0.636608	  0.023751	  0.453265	  0.528321	  0.016275	  0.788346	  0.532895	  0.023127	  0.473886	
   444	4.440	  0.476090	  0.982698	  0.643550	  0.669733	  0.959851	  0.790505	  0.573192	  0.873405	  0.831859	  0.564566	  0.694672	  0.939510	  0.553249	  0.479852	  0.815665	  0.536595	  0.412763	  0.816464	  0.517320	  0.310170	  0.867538	  0.509401	  0.073386	  0.820985	  0.614360	  0.015283	  0.875172	  0.688282	  0.988169	  0.507557	  0.573443	  0.915607	  0.456037	  0.564598	  0.707240	  0.339360	  0.551071	  0.484221	  0.447312	  0.549694	  0.425992	  0.446038	  0.532510	  0.315702	  0.391719	  0.515256	  0.072455	  0.441002	  0.631344	  0.024927	  0.408594	  0.452537	  0.018123	  0.754375	  0.450765	  0.022636	  0.490216	  0.581774	  1.474540	  0.814523	  0.516982	  1.487576	  0.639497	  0.595900	  1.475181	  0.476090	  0.679008	  0.974010	  0.649031	  0.688121	  0.987923	  0.510022	  0.669895	  0.960098	  0.788040	  0.519066	  0.072027	  0.777056	  0.624025	  0.013923	  0.831243	  0.553157	  0.482118	  0.760711	  0.539350	  0.316031	  0.767331	  0.679008	  0.974010	  0.649031	  0.588837	  1.474860	  0.645306	  0.590930	  0.861081	  0.733787	  0.573743	  0.688653	  0.746038	  0.597066	  0.880939	  0.538045	  0.550056	  0.483162	  0.502292	  0.575677	  0.699951	  0.521777	  0.520600	  0.071299	  0.485668	  0.538126	  0.316357	  0.495559	  0.636688	  0.023770	  0.453260	  0.528335	  0.016267	  0.788351	  0.532943	  0.023137	  0.473882	
   445	4.450	  0.476149	  0.982689	  0.643559	  0.669759	  0.959888	  0.790483	  0.573144	  0.873410	  0.831858	  0.564526	  0.694664	  0.939526	  0.553242	  0.479851	  0.815660	  0.536620	  0.412756	  0.816439	  0.517327	  0.310166	  0.867547	  0.509417	  0.073391	  0.820973	  0.614309	  0.015295	  0.875151	  0.688313	  0.988157	  0.507581	  0.573488	  0.915574	  0.456028	  0.564582	  0.707238	  0.339358	  0.551113	  0.484231	  0.447312	  0.549706	  0.425997	  0.446038	  0.532559	  0.315700	  0.391731	  0.515221	  0.072469	  0.441003	  0.631410	  0.024928	  0.408578	  0.452607	  0.018109	  0.754354	  0.450769	  0.022643	  0.490216	  0.581644	  1.474555	  0.814482	  0.516825	  1.487581	  0.639416	  0.595831	  1.475141	  0.476052	  0.679036	  0.974023	  0.649032	  0.688153	  0.987914	  0.510022	  0.669919	  0.960132	  0.788043	  0.519088	  0.072029	  0.777046	  0.623980	  0.013933	  0.831223	  0.553155	  0.482117	  0.760707	  0.539358	  0.316031	  0.767324	  0.679036	  0.974023	  0.649032	  0.588738	  1.474848	  0.645267	  0.590971	  0.861099	  0.733810	  0.573765	  0.688662	  0.746048	  0.597099	  0.880927	  0.538064	  0.550128	  0.483171	  0.502293	  0.575727	  0.699948	  0.521788	  0.520521	  0.071316	  0.485674	  0.538137	  0.316370	  0.495562	  0.636710	  0.023775	  0.453250	  0.528354	  0.016263	  0.788330	  0.532955	  0.023143	  0.473877	
   446	4.460	  0.476144	  0.982687	  0.643556	  0.669778	  0.959904	  0.790499	  0.573054	  0.873418	  0.831855	  0.564544	  0.694658	  0.939527	  0.553219	  0.479839	  0.815651	  0.536627	  0.412746	  0.816443	  0.517319	  0.310152	  0.867534	  0.509426	  0.073415	  0.820977	  0.614305	  0.015292	  0.875153	  0.688218	  0.988166	  0.507546	  0.573460	  0.915549	  0.456050	  0.564598	  0.707224	  0.339373	  0.551118	  0.484225	  0.447321	  0.549695	  0.425996	  0.446047	  0.532559	  0.315711	  0.391748	  0.515239	  0.072453	  0.441011	  0.631376	  0.024949	  0.408591	  0.452643	  0.018094	  0.754343	  0.450793	  0.022627	  0.490198	  0.581586	  1.474580	  0.814439	  0.516666	  1.487591	  0.639373	  0.595737	  1.475105	  0.476025	  0.678998	  0.974035	  0.649023	  0.688058	  0.987920	  0.510008	  0.669938	  0.960150	  0.788037	  0.519112	  0.072051	  0.777053	  0.623991	  0.013929	  0.831229	  0.553095	  0.482107	  0.760698	  0.539332	  0.316035	  0.767322	  0.678998	  0.974035	  0.649023	  0.588661	  1.474842	  0.645232	  0.590943	  0.861111	  0.733810	  0.573723	  0.688664	  0.746044	  0.597063	  0.880927	  0.538063	  0.550119	  0.483164	  0.502302	  0.575704	  0.699945	  0.521792	  0.520541	  0.071300	  0.485683	  0.538140	  0.316359	  0.495571	  0.636677	  0.023796	  0.453263	  0.528379	  0.016253	  0.788327	  0.532954	  0.023144	  0.473873	
   447	4.470	  0.476060	  0.982664	  0.643567	  0.669781	  0.959899	  0.790488	  0.573124	  0.873412	  0.831857	  0.564563	  0.694649	  0.939523	  0.553222	  0.479835	  0.815643	  0.536626	  0.412717	  0.816436	  0.517296	  0.310164	  0.867525	  0.509365	  0.073406	  0.820984	  0.614302	  0.015285	  0.875155	  0.688168	  0.988173	  0.507523	  0.573455	  0.915555	  0.456072	  0.564569	  0.707217	  0.339384	  0.551130	  0.484228	  0.447348	  0.549717	  0.425987	  0.446068	  0.532574	  0.315726	  0.391766	  0.515223	  0.072451	  0.441007	  0.631353	  0.024945	  0.408611	  0.452560	  0.018098	  0.754357	  0.450770	  0.022658	  0.490193	  0.581511	  1.474591	  0.814396	  0.516582	  1.487583	  0.639352	  0.595657	  1.475083	  0.475984	  0.678975	  0.974036	  0.649005	  0.688008	  0.987927	  0.509990	  0.669941	  0.960145	  0.788021	  0.519058	  0.072039	  0.777062	  0.623995	  0.013917	  0.831233	  0.553108	  0.482105	  0.760690	  0.539318	  0.316028	  0.767321	  0.678975	  0.974036	  0.649005	  0.588584	  1.474837	  0.645190	  0.590947	  0.861098	  0.733802	  0.573730	  0.688656	  0.746036	  0.597036	  0.880921	  0.538054	  0.550147	  0.483166	  0.502329	  0.575702	  0.699943	  0.521799	  0.520522	  0.071294	  0.485679	  0.538149	  0.316358	  0.495586	  0.636652	  0.023789	  0.453283	  0.528334	  0.016250	  0.788336	  0.532930	  0.023158	  0.473879	
   448	4.480	  0.476053	  0.982623	  0.643566	  0.669735	  0.959893	  0.790465	  0.573084	  0.873408	  0.831879	  0.564538	  0.694633	  0.939514	  0.553244	  0.479833	  0.815636	  0.536606	  0.412716	  0.816435	  0.517290	  0.310149	  0.867533	  0.509367	  0.073387	  0.820979	  0.614300	  0.015277	  0.875148	  0.688144	  0.988195	  0.507520	  0.573492	  0.915550	  0.456067	  0.564549	  0.707210	  0.339382	  0.551134	  0.484231	  0.447353	  0.549781	  0.425974	  0.446056	  0.532575	  0.315719	  0.391756	  0.515284	  0.072448	  0.441021	  0.631342	  0.024941	  0.408574	  0.452519	  0.018090	  0.754375	  0.450764	  0.022640	  0.490202	  0.581413	  1.474601	  0.814343	  0.516448	  1.487552	  0.639320	  0.595532	  1.475055	  0.475954	  0.678939	  0.974044	  0.648993	  0.687984	  0.987949	  0.509979	  0.669895	  0.960139	  0.788006	  0.519051	  0.072022	  0.777054	  0.623984	  0.013911	  0.831223	  0.553135	  0.482106	  0.760683	  0.539331	  0.316022	  0.767314	  0.678939	  0.974044	  0.648993	  0.588472	  1.474828	  0.645149	  0.590942	  0.861077	  0.733783	  0.573740	  0.688645	  0.746023	  0.597017	  0.880920	  0.538037	  0.550171	  0.483170	  0.502334	  0.575702	  0.699944	  0.521792	  0.520634	  0.071289	  0.485687	  0.538208	  0.316358	  0.495592	  0.636692	  0.023783	  0.453240	  0.528307	  0.016243	  0.788342	  0.532944	  0.023145	  0.473865	
   449	4.490	  0.476060	  0.982593	  0.643579	  0.669691	  0.959879	  0.790468	  0.573062	  0.873395	  0.831894	  0.564531	  0.694626	  0.939507	  0.553238	  0.479812	  0.815630	  0.536572	  0.412723	  0.816436	  0.517267	  0.310144	  0.867534	  0.509388	  0.073403	  0.820995	  0.614267	  0.015283	  0.875125	  0.688112	  0.988199	  0.507512	  0.573519	  0.915515	  0.456071	  0.564574	  0.707190	  0.339390	  0.551124	  0.484207	  0.447358	  0.549780	  0.425967	  0.446064	  0.532609	  0.315685	  0.391763	  0.515291	  0.072418	  0.441032	  0.631373	  0.024944	  0.408569	  0.452586	  0.018058	  0.754365	  0.450814	  0.022607	  0.490207	  0.581237	  1.474613	  0.814314	  0.516261	  1.487533	  0.639267	  0.595474	  1.475021	  0.475927	  0.678901	  0.974039	  0.648990	  0.687951	  0.987952	  0.509977	  0.669851	  0.960126	  0.788003	  0.519077	  0.072036	  0.777071	  0.623956	  0.013917	  0.831202	  0.553126	  0.482088	  0.760677	  0.539336	  0.316017	  0.767317	  0.678901	  0.974039	  0.648990	  0.588355	  1.474817	  0.645121	  0.590923	  0.861057	  0.733780	  0.573726	  0.688626	  0.746018	  0.596982	  0.880912	  0.538035	  0.550153	  0.483146	  0.502339	  0.575675	  0.699929	  0.521793	  0.520612	  0.071263	  0.485701	  0.538189	  0.316334	  0.495601	  0.636694	  0.023789	  0.453238	  0.528332	  0.016228	  0.788327	  0.532973	  0.023130	  0.473866	
