BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
   344	3.440	  0.387534	  0.973671	  0.705313	  0.596927	  0.959115	  0.840115	  0.506040	  0.872563	  0.887293	  0.518397	  0.684714	  0.984123	  0.508362	  0.476771	  0.855361	  0.490354	  0.407488	  0.854136	  0.468590	  0.301814	  0.899820	  0.425113	  0.072998	  0.838203	  0.530199	  0.011992	  0.865731	  0.591842	  0.989980	  0.559329	  0.484864	  0.909198	  0.508418	  0.553714	  0.710124	  0.392847	  0.633690	  0.507811	  0.497932	  0.620578	  0.457808	  0.494459	  0.549273	  0.369410	  0.454453	  0.433849	  0.166583	  0.517191	  0.509257	  0.077654	  0.483655	  0.351881	  0.024938	  0.784199	  0.359700	  0.148693	  0.578400	  0.560987	  1.467055	  0.890075	  0.474174	  1.491331	  0.722089	  0.537765	  1.475052	  0.550290	    0.538165	    1.474741	    0.550101	  0.592071	  0.989502	  0.559107	   0.484737	   0.908660	   0.508302	   0.552515	   0.709074	   0.393223	    0.632078	    0.507430	    0.498184	    0.619645	    0.457098	    0.494454	   0.549062	   0.368752	   0.454227	  0.434793	  0.166307	  0.516861	  0.509652	  0.078102	  0.482700	  0.474279	  1.490956	  0.721786	  0.387647	  0.973411	  0.705037	    0.560769	    1.466658	    0.889880	  0.596860	  0.958871	  0.839866	   0.505947	   0.872525	   0.887192	   0.518589	   0.684627	   0.983940	    0.508453	    0.476916	    0.855251	    0.490557	    0.407515	    0.854142	   0.468849	   0.301902	   0.899721	  0.425086	  0.073089	  0.838193	  0.530215	  0.011967	  0.865714	  0.549467	  1.470700	  0.719990	  0.594466	  0.974186	  0.699486	   0.596860	   0.958871	   0.839866	   0.592071	   0.989502	   0.559107	  0.426374	  0.074980	  0.793252	  0.531503	  0.013858	  0.820772	  0.472841	  0.047964	  0.805416	  0.502810	  0.481284	  0.800716	  0.471853	  0.316731	  0.797693	  0.594466	  0.974186	  0.699486	  0.516397	  0.856744	  0.787843	  0.510215	  0.685910	  0.793700	  0.511067	  0.878083	  0.592233	  0.634952	  0.507101	  0.553108	  0.567434	  0.709286	  0.574431	  0.445749	  0.162694	  0.560358	  0.558325	  0.367616	  0.556044	  0.520608	  0.074489	  0.526196	  0.478837	  0.123707	  0.545258	  0.351501	  0.025060	  0.784022	  0.361795	  0.148303	  0.578344	
   345	3.450	  0.397843	  0.973524	  0.705015	  0.606849	  0.958363	  0.840232	  0.515129	  0.872432	  0.887121	  0.525518	  0.684542	  0.983887	  0.511013	  0.476835	  0.854935	  0.492503	  0.407729	  0.853644	  0.469813	  0.302225	  0.899301	  0.425244	  0.073580	  0.837672	  0.530186	  0.011906	  0.865766	  0.602185	  0.989616	  0.559426	  0.495232	  0.909424	  0.508173	  0.568106	  0.711674	  0.391992	  0.649159	  0.509009	  0.498236	  0.638444	  0.457350	  0.494855	  0.571013	  0.365335	  0.454212	  0.465489	  0.156347	  0.516473	  0.546145	  0.072586	  0.482411	  0.352034	  0.025717	  0.783649	  0.392147	  0.134102	  0.577862	  0.572404	  1.467116	  0.889798	  0.485224	  1.490996	  0.722192	  0.548112	  1.474336	  0.550291	    0.548224	    1.474043	    0.550042	  0.602065	  0.989214	  0.559181	   0.495417	   0.908873	   0.508052	   0.566769	   0.710552	   0.392383	    0.647477	    0.508268	    0.498356	    0.636845	    0.456829	    0.494887	   0.570617	   0.364930	   0.453935	  0.466519	  0.156389	  0.516096	  0.546398	  0.073153	  0.481532	  0.485209	  1.490697	  0.721887	  0.397803	  0.973310	  0.704741	    0.572287	    1.466709	    0.889650	  0.606871	  0.958046	  0.839977	   0.515051	   0.872309	   0.887039	   0.525845	   0.684424	   0.983784	    0.511218	    0.476979	    0.854842	    0.492577	    0.407780	    0.853660	   0.469954	   0.302338	   0.899272	  0.425226	  0.073642	  0.837682	  0.530189	  0.011873	  0.865768	  0.560256	  1.470376	  0.719846	  0.604468	  0.973630	  0.699579	   0.606871	   0.958046	   0.839977	   0.602065	   0.989214	   0.559181	  0.426812	  0.075471	  0.792747	  0.531775	  0.013702	  0.820833	  0.473205	  0.048169	  0.805161	  0.505088	  0.481475	  0.800370	  0.473386	  0.317043	  0.797282	  0.604468	  0.973630	  0.699579	  0.525971	  0.856201	  0.787574	  0.516469	  0.685701	  0.793396	  0.521053	  0.877912	  0.591994	  0.649620	  0.507752	  0.553312	  0.579551	  0.709489	  0.574394	  0.477590	  0.153184	  0.559595	  0.579948	  0.364152	  0.555857	  0.557468	  0.069948	  0.525031	  0.512896	  0.116393	  0.544318	  0.351810	  0.025757	  0.783407	  0.394650	  0.133962	  0.577498	
   346	3.460	  0.407907	  0.973313	  0.704543	  0.616629	  0.957147	  0.840138	  0.524077	  0.872169	  0.886944	  0.532941	  0.684280	  0.983610	  0.513659	  0.476958	  0.854460	  0.494538	  0.407977	  0.853180	  0.471148	  0.302694	  0.898769	  0.425457	  0.074172	  0.837163	  0.530159	  0.011796	  0.865809	  0.612580	  0.989213	  0.559417	  0.505958	  0.909238	  0.507822	  0.582064	  0.712762	  0.391401	  0.663711	  0.509738	  0.498573	  0.655013	  0.456844	  0.495378	  0.592541	  0.361085	  0.453728	  0.497624	  0.146144	  0.515625	  0.583168	  0.067741	  0.480655	  0.352103	  0.026411	  0.783088	  0.426062	  0.119384	  0.577171	  0.583758	  1.466942	  0.889485	  0.496253	  1.490526	  0.722116	  0.558268	  1.473473	  0.550126	    0.558393	    1.473185	    0.549876	  0.611975	  0.988690	  0.559126	   0.506085	   0.908840	   0.507755	   0.580295	   0.711454	   0.391688	    0.662099	    0.508748	    0.498570	    0.653416	    0.456226	    0.495292	   0.591943	   0.360871	   0.453537	  0.498701	  0.146470	  0.515116	  0.583379	  0.068506	  0.480018	  0.496157	  1.490281	  0.721861	  0.407996	  0.973082	  0.704315	    0.583741	    1.466562	    0.889336	  0.616893	  0.957102	  0.839978	   0.524160	   0.872049	   0.886841	   0.533241	   0.684167	   0.983578	    0.514074	    0.477107	    0.854400	    0.494689	    0.408086	    0.853161	   0.471105	   0.302838	   0.898803	  0.425351	  0.074243	  0.837166	  0.530152	  0.011771	  0.865822	  0.571067	  1.469873	  0.719606	  0.614434	  0.972896	  0.699552	   0.616893	   0.957102	   0.839978	   0.611975	   0.988690	   0.559126	  0.427248	  0.076001	  0.792240	  0.532049	  0.013529	  0.820897	  0.473570	  0.048389	  0.804906	  0.507414	  0.481745	  0.800002	  0.474947	  0.317419	  0.796859	  0.614434	  0.972896	  0.699552	  0.535479	  0.855538	  0.787232	  0.522709	  0.685462	  0.793042	  0.530986	  0.877537	  0.591673	  0.663707	  0.508113	  0.553543	  0.591374	  0.709449	  0.574324	  0.509846	  0.143688	  0.558625	  0.601394	  0.360521	  0.555601	  0.594524	  0.065724	  0.523527	  0.547274	  0.109228	  0.543112	  0.352081	  0.026520	  0.782697	  0.428544	  0.119621	  0.576481	
   347	3.470	  0.418118	  0.972877	  0.703970	  0.627141	  0.956227	  0.840075	  0.533105	  0.871755	  0.886691	  0.540665	  0.683894	  0.983458	  0.516739	  0.477199	  0.853963	  0.496764	  0.408286	  0.852680	  0.472413	  0.303249	  0.898279	  0.425529	  0.074799	  0.836640	  0.530189	  0.011667	  0.865879	  0.621964	  0.988478	  0.559090	  0.516638	  0.909085	  0.507452	  0.594915	  0.713240	  0.390875	  0.677486	  0.509907	  0.498914	  0.670802	  0.456029	  0.495810	  0.613810	  0.356795	  0.453180	  0.530598	  0.136104	  0.514563	  0.620174	  0.063229	  0.478590	  0.352192	  0.027131	  0.782211	  0.462111	  0.104492	  0.575870	  0.595324	  1.466596	  0.889100	  0.507175	  1.489948	  0.721883	  0.568539	  1.472454	  0.549760	    0.568641	    1.472192	    0.549598	  0.621750	  0.987920	  0.558950	   0.516779	   0.908561	   0.507424	   0.593026	   0.711719	   0.391138	    0.675924	    0.508780	    0.498798	    0.669309	    0.455278	    0.495644	   0.612974	   0.356649	   0.453054	  0.531358	  0.136741	  0.513888	  0.620590	  0.064261	  0.478247	  0.507109	  1.489721	  0.721712	  0.418260	  0.972725	  0.703772	    0.595130	    1.466227	    0.888936	  0.626954	  0.956085	  0.839885	   0.533288	   0.871751	   0.886589	   0.540761	   0.683856	   0.983334	    0.517067	    0.477295	    0.853928	    0.496899	    0.408443	    0.852647	   0.472286	   0.303415	   0.898333	  0.425474	  0.074892	  0.836666	  0.530078	  0.011655	  0.865884	  0.581885	  1.469209	  0.719267	  0.624352	  0.972003	  0.699417	   0.626955	   0.956085	   0.839885	   0.621750	   0.987920	   0.558950	  0.427715	  0.076564	  0.791753	  0.532319	  0.013327	  0.820971	  0.473950	  0.048613	  0.804667	  0.509859	  0.482089	  0.799613	  0.476591	  0.317851	  0.796430	  0.624352	  0.972003	  0.699417	  0.544919	  0.854784	  0.786852	  0.528967	  0.685208	  0.792658	  0.540865	  0.876947	  0.591303	  0.677227	  0.508112	  0.553778	  0.602910	  0.709127	  0.574229	  0.542581	  0.134373	  0.557402	  0.622695	  0.356748	  0.555246	  0.631812	  0.061893	  0.521761	  0.582021	  0.102337	  0.541648	  0.352344	  0.027355	  0.781912	  0.463367	  0.105513	  0.575194	
   348	3.480	  0.428311	  0.972479	  0.703321	  0.636742	  0.954946	  0.839779	  0.542535	  0.871443	  0.886398	  0.548267	  0.683545	  0.983105	  0.519957	  0.477486	  0.853455	  0.498975	  0.408701	  0.852192	  0.473502	  0.303863	  0.897837	  0.425485	  0.075443	  0.836090	  0.530120	  0.011536	  0.865929	  0.631537	  0.987349	  0.558812	  0.527428	  0.908627	  0.507103	  0.606723	  0.712769	  0.390482	  0.690701	  0.509487	  0.499130	  0.685791	  0.454736	  0.496163	  0.634656	  0.352427	  0.452564	  0.564041	  0.126504	  0.513108	  0.657314	  0.059327	  0.476319	  0.352289	  0.028018	  0.780817	  0.498108	  0.090257	  0.574400	  0.606456	  1.466076	  0.888604	  0.518042	  1.489253	  0.721622	  0.578653	  1.471287	  0.549403	    0.578968	    1.471080	    0.549215	  0.631487	  0.986903	  0.558666	   0.527540	   0.908017	   0.507062	   0.604960	   0.711314	   0.390724	    0.688970	    0.508284	    0.499009	    0.684493	    0.453974	    0.495925	   0.633660	   0.352323	   0.452505	  0.564446	  0.127372	  0.512381	  0.657981	  0.060479	  0.476327	  0.518045	  1.489033	  0.721446	  0.428600	  0.972250	  0.703115	    0.606452	    1.465714	    0.888450	  0.637056	  0.955017	  0.839713	   0.542458	   0.871426	   0.886277	   0.548338	   0.683497	   0.983034	    0.520215	    0.477532	    0.853427	    0.499195	    0.408857	    0.852122	   0.473491	   0.304078	   0.897876	  0.425621	  0.075589	  0.836200	  0.529961	  0.011530	  0.865953	  0.592710	  1.468397	  0.718832	  0.634272	  0.970960	  0.699189	   0.637056	   0.955017	   0.839713	   0.631487	   0.986903	   0.558666	  0.428246	  0.077155	  0.791304	  0.532586	  0.013095	  0.821057	  0.474364	  0.048840	  0.804455	  0.512480	  0.482492	  0.799200	  0.478365	  0.318330	  0.796002	  0.634272	  0.970960	  0.699189	  0.554337	  0.853957	  0.786454	  0.535292	  0.684940	  0.792254	  0.550743	  0.876142	  0.590899	  0.690203	  0.507675	  0.553992	  0.614198	  0.708489	  0.574106	  0.575768	  0.125403	  0.555890	  0.643857	  0.352855	  0.554761	  0.669302	  0.058510	  0.519835	  0.617110	  0.095836	  0.539953	  0.352625	  0.028272	  0.781101	  0.498876	  0.091901	  0.573580	
   349	3.490	  0.438786	  0.972004	  0.702596	  0.647096	  0.953926	  0.839602	  0.551562	  0.871178	  0.886068	  0.555815	  0.683304	  0.982715	  0.523188	  0.477767	  0.852961	  0.501283	  0.409209	  0.851644	  0.474585	  0.304571	  0.897392	  0.425510	  0.076192	  0.835585	  0.530057	  0.011448	  0.865978	  0.641190	  0.986145	  0.558558	  0.538394	  0.907744	  0.506756	  0.617590	  0.711575	  0.390255	  0.702906	  0.508515	  0.499315	  0.700199	  0.453133	  0.496350	  0.654836	  0.348007	  0.451945	  0.596991	  0.117079	  0.511162	  0.694702	  0.055984	  0.474017	  0.352688	  0.029125	  0.779816	  0.534420	  0.076975	  0.572506	  0.618018	  1.465324	  0.888140	  0.528996	  1.488474	  0.721288	  0.589279	  1.469982	  0.548967	    0.589402	    1.469866	    0.548724	  0.641293	  0.985669	  0.558283	   0.538353	   0.907202	   0.506664	   0.616153	   0.710243	   0.390429	    0.701258	    0.507213	    0.499181	    0.698983	    0.452305	    0.496124	   0.653962	   0.347937	   0.451901	  0.597907	  0.118526	  0.510601	  0.695483	  0.057222	  0.474391	  0.528976	  1.488225	  0.721064	  0.439062	  0.971647	  0.702353	    0.617720	    1.465032	    0.887868	  0.647216	  0.953924	  0.839478	   0.551690	   0.871073	   0.885899	   0.555937	   0.683087	   0.982689	    0.523533	    0.477804	    0.852908	    0.501599	    0.409331	    0.851584	   0.474738	   0.304829	   0.897441	  0.425824	  0.076338	  0.835788	  0.529809	  0.011400	  0.866030	  0.603561	  1.467449	  0.718296	  0.644254	  0.969797	  0.698880	   0.647216	   0.953924	   0.839478	   0.641293	   0.985669	   0.558283	  0.428875	  0.077773	  0.790914	  0.532860	  0.012834	  0.821157	  0.474836	  0.049070	  0.804281	  0.515317	  0.482934	  0.798768	  0.480308	  0.318844	  0.795587	  0.644254	  0.969797	  0.698880	  0.563812	  0.853069	  0.786047	  0.541746	  0.684658	  0.791835	  0.560701	  0.875137	  0.590470	  0.702630	  0.506744	  0.554162	  0.625278	  0.707518	  0.573950	  0.609375	  0.116939	  0.554086	  0.664862	  0.348873	  0.554131	  0.706951	  0.055635	  0.517876	  0.652503	  0.089843	  0.538081	  0.352954	  0.029289	  0.780355	  0.534862	  0.079018	  0.571590	
   350	3.500	  0.449206	  0.971306	  0.701640	  0.657381	  0.952913	  0.839267	  0.560618	  0.870792	  0.885654	  0.563695	  0.682813	  0.982486	  0.526587	  0.478056	  0.852411	  0.503876	  0.409774	  0.851023	  0.475700	  0.305473	  0.896960	  0.425830	  0.077051	  0.835241	  0.529696	  0.011287	  0.866073	  0.650628	  0.984610	  0.558020	  0.548882	  0.906687	  0.506315	  0.627644	  0.709670	  0.390091	  0.713913	  0.506891	  0.499358	  0.714257	  0.451039	  0.496449	  0.674562	  0.343565	  0.451342	  0.630277	  0.108109	  0.508988	  0.733206	  0.053341	  0.472028	  0.353454	  0.030238	  0.779343	  0.571142	  0.064645	  0.570125	  0.629014	  1.464429	  0.887370	  0.539839	  1.487563	  0.720870	  0.599873	  1.468703	  0.548380	    0.599913	    1.468569	    0.548121	  0.651194	  0.984242	  0.557791	   0.549229	   0.906125	   0.506233	   0.626677	   0.708536	   0.390233	    0.712844	    0.505551	    0.499302	    0.712828	    0.450266	    0.496233	   0.673908	   0.343526	   0.451254	  0.631722	  0.110395	  0.508610	  0.733014	  0.054564	  0.472588	  0.539909	  1.487300	  0.720562	  0.449648	  0.970907	  0.701483	    0.628925	    1.464196	    0.887178	  0.657428	  0.952797	  0.839182	   0.561024	   0.870675	   0.885450	   0.563544	   0.682618	   0.982311	    0.527043	    0.478100	    0.852378	    0.504143	    0.409861	    0.851032	   0.476073	   0.305667	   0.897030	  0.426098	  0.077145	  0.835443	  0.529621	  0.011267	  0.866116	  0.614419	  1.466383	  0.717649	  0.654311	  0.968520	  0.698486	   0.657429	   0.952797	   0.839182	   0.651194	   0.984242	   0.557791	  0.429602	  0.078424	  0.790598	  0.533125	  0.012546	  0.821270	  0.475359	  0.049306	  0.804155	  0.518411	  0.483401	  0.798319	  0.482443	  0.319385	  0.795192	  0.654311	  0.968520	  0.698486	  0.573364	  0.852111	  0.785613	  0.548360	  0.684348	  0.791394	  0.570755	  0.873947	  0.590002	  0.714540	  0.505293	  0.554275	  0.636177	  0.706210	  0.573746	  0.643380	  0.109196	  0.552057	  0.685721	  0.344874	  0.553377	  0.744672	  0.053365	  0.516035	  0.688151	  0.084518	  0.536135	  0.353331	  0.030414	  0.779732	  0.571108	  0.067059	  0.569220	
   351	3.510	  0.460146	  0.970279	  0.700740	  0.667508	  0.951764	  0.838890	  0.570006	  0.870273	  0.885089	  0.571557	  0.682144	  0.982035	  0.530289	  0.478394	  0.851805	  0.506491	  0.410375	  0.850438	  0.477143	  0.306516	  0.896578	  0.426305	  0.077957	  0.835015	  0.529117	  0.011038	  0.866247	  0.660008	  0.982839	  0.557444	  0.560085	  0.905271	  0.505842	  0.637301	  0.707279	  0.389971	  0.724578	  0.504442	  0.499474	  0.727283	  0.448557	  0.496362	  0.693909	  0.339052	  0.450627	  0.665832	  0.101141	  0.506552	  0.771969	  0.051428	  0.470364	  0.353927	  0.031359	  0.778941	  0.607686	  0.053686	  0.567071	  0.640120	  1.463497	  0.886658	  0.550809	  1.486486	  0.720255	  0.610115	  1.467364	  0.547633	    0.610500	    1.467197	    0.547400	  0.661324	  0.982658	  0.557217	   0.560212	   0.904787	   0.505769	   0.636633	   0.706245	   0.390111	    0.723812	    0.503317	    0.499366	    0.726102	    0.447865	    0.496250	   0.693562	   0.339137	   0.450564	  0.665818	  0.103192	  0.506485	  0.770362	  0.052588	  0.471037	  0.550855	  1.486255	  0.719925	  0.460382	  0.970037	  0.700515	    0.640096	    1.463226	    0.886376	  0.667694	  0.951638	  0.838834	   0.570487	   0.870234	   0.884936	   0.571101	   0.682112	   0.981889	    0.530763	    0.478413	    0.851840	    0.506849	    0.410438	    0.850477	   0.477568	   0.306576	   0.896639	  0.426441	  0.078019	  0.835171	  0.529422	  0.011137	  0.866202	  0.625298	  1.465211	  0.716888	  0.664509	  0.967148	  0.698026	   0.667693	   0.951638	   0.838834	   0.661324	   0.982658	   0.557217	  0.430373	  0.079131	  0.790357	  0.533353	  0.012250	  0.821388	  0.475890	  0.049570	  0.804073	  0.521817	  0.483880	  0.797848	  0.484782	  0.319957	  0.794815	  0.664509	  0.967148	  0.698026	  0.583064	  0.851085	  0.785150	  0.555197	  0.684007	  0.790928	  0.580982	  0.872600	  0.589497	  0.725998	  0.503331	  0.554323	  0.646964	  0.704583	  0.573493	  0.677674	  0.102408	  0.549889	  0.706427	  0.340957	  0.552527	  0.782217	  0.051803	  0.514440	  0.723882	  0.080041	  0.534220	  0.353709	  0.031661	  0.779245	  0.607321	  0.056204	  0.566506	
   352	3.520	  0.470971	  0.969188	  0.699642	  0.678086	  0.950531	  0.838634	  0.579698	  0.869854	  0.884395	  0.578745	  0.681538	  0.981384	  0.534182	  0.478745	  0.851247	  0.509234	  0.411000	  0.849899	  0.478725	  0.307554	  0.896259	  0.426875	  0.078817	  0.834864	  0.529074	  0.010972	  0.866341	  0.671028	  0.980991	  0.556625	  0.571217	  0.903623	  0.505339	  0.646703	  0.704410	  0.389924	  0.735131	  0.501377	  0.499522	  0.739533	  0.445743	  0.496303	  0.713224	  0.334602	  0.449958	  0.700402	  0.094739	  0.504021	  0.808843	  0.049562	  0.468899	  0.354181	  0.032650	  0.778664	  0.644270	  0.044008	  0.563836	  0.651286	  1.462400	  0.885723	  0.561714	  1.485302	  0.719419	  0.621035	  1.465839	  0.546779	    0.621183	    1.465757	    0.546556	  0.671854	  0.980970	  0.556581	   0.571306	   0.903200	   0.505268	   0.646140	   0.703440	   0.390043	    0.734245	    0.500563	    0.499363	    0.738930	    0.445144	    0.496201	   0.713012	   0.334853	   0.449841	  0.699873	  0.097007	  0.504327	  0.807225	  0.051350	  0.469829	  0.561806	  1.485090	  0.719137	  0.471262	  0.969059	  0.699452	    0.651227	    1.462125	    0.885443	  0.678020	  0.950436	  0.838430	   0.580103	   0.869750	   0.884377	   0.578546	   0.681605	   0.981417	    0.534687	    0.478739	    0.851299	    0.509747	    0.411053	    0.849926	   0.479284	   0.307528	   0.896257	  0.426847	  0.078970	  0.834967	  0.529252	  0.011024	  0.866273	  0.636205	  1.463941	  0.716000	  0.674937	  0.965703	  0.697505	   0.678020	   0.950436	   0.838430	   0.671854	   0.980970	   0.556581	  0.431143	  0.079915	  0.790182	  0.533548	  0.011969	  0.821489	  0.476406	  0.049883	  0.804020	  0.525561	  0.484362	  0.797354	  0.487322	  0.320561	  0.794449	  0.674937	  0.965703	  0.697505	  0.592998	  0.849992	  0.784633	  0.562314	  0.683630	  0.790421	  0.591476	  0.871144	  0.588936	  0.737048	  0.500892	  0.554290	  0.657711	  0.702679	  0.573172	  0.711842	  0.096677	  0.547705	  0.726840	  0.337185	  0.551623	  0.819194	  0.051020	  0.513207	  0.759291	  0.076496	  0.532457	  0.354063	  0.033057	  0.778903	  0.643213	  0.046574	  0.563547	
   353	3.530	  0.482170	  0.968009	  0.698492	  0.688195	  0.949340	  0.838081	  0.589809	  0.869423	  0.883782	  0.585940	  0.680925	  0.980921	  0.538445	  0.479080	  0.850773	  0.512342	  0.411667	  0.849353	  0.480486	  0.308520	  0.895942	  0.427369	  0.079700	  0.834741	  0.529103	  0.010906	  0.866413	  0.682397	  0.979191	  0.555841	  0.581877	  0.901863	  0.504772	  0.656109	  0.700876	  0.389985	  0.745423	  0.497966	  0.499418	  0.751603	  0.442582	  0.496162	  0.732304	  0.330179	  0.449183	  0.734609	  0.089457	  0.501719	  0.844893	  0.048784	  0.467918	  0.354476	  0.034267	  0.778554	  0.680264	  0.035543	  0.560436	  0.662190	  1.461065	  0.884609	  0.572782	  1.484037	  0.718506	  0.631877	  1.464372	  0.545841	    0.631945	    1.464260	    0.545578	  0.682730	  0.979210	  0.555903	   0.582513	   0.901403	   0.504720	   0.655312	   0.700214	   0.389990	    0.744230	    0.497384	    0.499288	    0.751461	    0.442174	    0.496105	   0.732312	   0.330772	   0.449088	  0.733545	  0.091912	  0.502233	  0.843369	  0.050925	  0.469053	  0.572761	  1.483797	  0.718187	  0.482288	  0.967992	  0.698302	    0.662296	    1.460906	    0.884369	  0.688435	  0.949206	  0.837962	   0.589855	   0.869206	   0.883783	   0.585905	   0.681119	   0.980914	    0.538827	    0.479078	    0.850754	    0.512881	    0.411697	    0.849379	   0.481281	   0.308500	   0.895871	  0.427296	  0.080015	  0.834816	  0.529110	  0.010923	  0.866322	  0.647121	  1.462583	  0.714973	  0.685583	  0.964208	  0.696932	   0.688435	   0.949206	   0.837962	   0.682730	   0.979210	   0.555903	  0.431864	  0.080801	  0.790055	  0.533678	  0.011710	  0.821561	  0.476866	  0.050263	  0.803981	  0.529642	  0.484844	  0.796834	  0.490042	  0.321207	  0.794089	  0.685583	  0.964208	  0.696932	  0.603155	  0.848845	  0.784063	  0.569707	  0.683224	  0.789874	  0.602223	  0.869608	  0.588320	  0.747748	  0.498054	  0.554172	  0.668437	  0.700551	  0.572783	  0.745472	  0.092061	  0.545623	  0.746826	  0.333627	  0.550709	  0.855296	  0.051074	  0.512444	  0.794014	  0.073945	  0.530958	  0.354395	  0.034618	  0.778691	  0.678489	  0.038227	  0.560440	
