BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
   354	3.540	  0.493113	  0.966932	  0.697168	  0.698603	  0.947891	  0.837555	  0.599632	  0.868694	  0.883076	  0.593459	  0.680428	  0.980514	  0.542794	  0.479361	  0.850284	  0.515710	  0.412331	  0.848843	  0.482780	  0.309491	  0.895571	  0.427720	  0.080823	  0.834680	  0.529030	  0.010826	  0.866424	  0.692922	  0.977498	  0.555070	  0.593473	  0.899747	  0.504255	  0.664746	  0.697111	  0.390117	  0.754571	  0.494427	  0.499404	  0.763685	  0.439195	  0.496002	  0.751493	  0.325974	  0.448326	  0.768999	  0.085472	  0.499871	  0.880852	  0.049323	  0.467711	  0.354696	  0.036006	  0.778494	  0.715634	  0.028353	  0.557073	  0.673476	  1.459781	  0.883516	  0.583873	  1.482677	  0.717511	  0.642723	  1.462816	  0.544834	    0.642766	    1.462700	    0.544452	  0.693910	  0.977399	  0.555213	   0.593907	   0.899422	   0.504121	   0.664279	   0.696698	   0.389907	    0.753854	    0.493905	    0.499149	    0.763796	    0.439051	    0.495989	   0.751493	   0.327010	   0.448321	  0.766438	  0.087926	  0.500276	  0.878518	  0.051329	  0.468770	  0.583706	  1.482375	  0.717059	  0.493457	  0.966856	  0.697072	    0.673287	    1.459592	    0.883149	  0.698952	  0.947936	  0.837434	   0.599738	   0.868587	   0.883162	   0.593209	   0.680674	   0.980381	    0.543187	    0.479430	    0.850195	    0.516284	    0.412360	    0.848833	   0.483609	   0.309481	   0.895469	  0.427783	  0.081171	  0.834702	  0.528989	  0.010834	  0.866338	  0.658026	  1.461146	  0.713800	  0.696431	  0.962668	  0.696323	   0.698952	   0.947936	   0.837434	   0.693910	   0.977399	   0.555213	  0.432504	  0.081819	  0.789955	  0.533710	  0.011481	  0.821591	  0.477237	  0.050730	  0.803938	  0.534050	  0.485325	  0.796281	  0.492924	  0.321905	  0.793719	  0.696431	  0.962668	  0.696323	  0.613511	  0.847646	  0.783435	  0.577356	  0.682790	  0.789280	  0.613209	  0.868018	  0.587650	  0.758153	  0.494928	  0.553971	  0.679159	  0.698262	  0.572326	  0.778087	  0.088544	  0.543737	  0.766227	  0.330343	  0.549826	  0.890167	  0.051948	  0.512231	  0.827626	  0.072368	  0.529812	  0.354699	  0.036351	  0.778556	  0.712801	  0.031192	  0.557293	
   355	3.550	  0.504287	  0.965808	  0.695835	  0.709226	  0.946664	  0.837009	  0.609333	  0.868059	  0.882578	  0.600596	  0.680154	  0.979959	  0.547404	  0.479709	  0.849697	  0.519308	  0.413003	  0.848318	  0.485597	  0.310489	  0.895118	  0.428116	  0.082201	  0.834629	  0.528912	  0.010750	  0.866398	  0.704784	  0.975682	  0.554568	  0.605226	  0.897417	  0.503639	  0.672976	  0.693052	  0.390067	  0.763217	  0.490458	  0.499083	  0.775798	  0.435680	  0.495754	  0.770839	  0.322345	  0.447426	  0.802100	  0.083056	  0.498177	  0.915719	  0.051116	  0.467931	  0.354881	  0.037827	  0.778450	  0.749309	  0.022799	  0.553797	  0.684783	  1.458357	  0.882157	  0.594773	  1.481150	  0.716163	  0.653545	  1.461213	  0.543541	    0.653643	    1.461069	    0.543159	  0.705447	  0.975544	  0.554539	   0.605503	   0.897304	   0.503461	   0.673241	   0.693039	   0.389736	    0.763264	    0.490261	    0.498942	    0.776004	    0.435891	    0.495876	   0.770480	   0.323676	   0.447566	  0.798061	  0.084991	  0.498501	  0.912291	  0.052499	  0.468982	  0.594622	  1.480833	  0.715730	  0.504796	  0.965667	  0.695766	    0.684190	    1.458192	    0.881774	  0.709577	  0.946640	  0.836840	   0.609734	   0.867912	   0.882531	   0.600466	   0.680286	   0.979811	    0.547800	    0.479795	    0.849618	    0.519996	    0.413038	    0.848285	   0.486292	   0.310463	   0.895043	  0.428318	  0.082453	  0.834607	  0.528878	  0.010756	  0.866319	  0.668917	  1.459630	  0.712466	  0.707512	  0.961092	  0.695689	   0.709577	   0.946640	   0.836840	   0.705447	   0.975544	   0.554539	  0.433081	  0.082984	  0.789863	  0.533640	  0.011287	  0.821574	  0.477528	  0.051294	  0.803879	  0.538816	  0.485802	  0.795690	  0.495993	  0.322660	  0.793330	  0.707512	  0.961092	  0.695689	  0.624085	  0.846406	  0.782762	  0.585288	  0.682331	  0.788644	  0.624461	  0.866383	  0.586936	  0.768349	  0.491624	  0.553690	  0.689930	  0.695867	  0.571809	  0.809156	  0.086015	  0.542100	  0.784876	  0.327352	  0.548996	  0.923386	  0.053523	  0.512581	  0.859645	  0.071653	  0.529052	  0.354998	  0.038277	  0.778457	  0.745756	  0.025450	  0.554216	
   356	3.560	  0.516027	  0.964567	  0.694550	  0.719923	  0.945298	  0.836215	  0.619738	  0.867310	  0.882094	  0.607391	  0.679976	  0.979224	  0.552045	  0.480154	  0.849076	  0.523264	  0.413715	  0.847778	  0.488656	  0.311412	  0.894610	  0.428709	  0.083692	  0.834545	  0.528805	  0.010689	  0.866319	  0.717443	  0.973836	  0.553918	  0.616986	  0.895108	  0.502943	  0.681319	  0.688960	  0.389884	  0.772053	  0.486174	  0.498682	  0.788437	  0.432270	  0.495678	  0.790144	  0.319636	  0.446685	  0.833007	  0.081575	  0.496626	  0.948646	  0.053575	  0.468664	  0.355191	  0.040016	  0.778420	  0.781277	  0.018587	  0.550868	  0.695469	  1.456804	  0.880543	  0.605494	  1.479415	  0.714617	  0.664334	  1.459545	  0.542037	    0.664605	    1.459358	    0.541690	  0.717261	  0.973639	  0.553858	   0.617298	   0.895105	   0.502722	   0.682467	   0.689380	   0.389440	    0.772611	    0.486604	    0.498682	    0.788113	    0.432796	    0.495787	   0.789104	   0.320823	   0.446860	  0.827918	  0.082940	  0.496961	  0.944314	  0.054282	  0.469680	  0.605513	  1.479188	  0.714189	  0.516300	  0.964439	  0.694373	    0.694975	    1.456719	    0.880237	  0.720311	  0.945321	  0.836184	   0.619834	   0.867188	   0.881872	   0.607713	   0.679947	   0.979214	    0.552702	    0.480164	    0.849031	    0.524058	    0.413724	    0.847738	   0.489330	   0.311445	   0.894594	  0.428918	  0.083867	  0.834522	  0.528760	  0.010689	  0.866264	  0.679790	  1.458038	  0.710964	  0.718786	  0.959480	  0.695021	   0.720311	   0.945321	   0.836184	   0.717261	   0.973639	   0.553858	  0.433636	  0.084299	  0.789772	  0.533478	  0.011121	  0.821514	  0.477766	  0.051955	  0.803802	  0.543966	  0.486258	  0.795073	  0.499282	  0.323465	  0.792926	  0.718786	  0.959480	  0.695021	  0.634831	  0.845137	  0.782036	  0.593488	  0.681847	  0.787968	  0.635938	  0.864704	  0.586172	  0.778391	  0.488261	  0.553353	  0.700754	  0.693422	  0.571239	  0.838203	  0.084257	  0.540750	  0.802615	  0.324639	  0.548249	  0.954599	  0.055599	  0.513469	  0.889650	  0.071590	  0.528692	  0.355326	  0.040424	  0.778373	  0.777000	  0.020886	  0.551334	
   357	3.570	  0.527470	  0.963266	  0.693145	  0.731243	  0.944120	  0.835634	  0.629715	  0.866461	  0.881213	  0.614649	  0.679696	  0.978536	  0.557004	  0.480621	  0.848432	  0.527568	  0.414442	  0.847213	  0.492051	  0.312368	  0.894130	  0.429332	  0.085161	  0.834424	  0.528680	  0.010601	  0.866215	  0.728745	  0.971734	  0.553109	  0.628620	  0.892874	  0.502060	  0.690112	  0.685046	  0.389347	  0.781588	  0.482207	  0.498352	  0.800806	  0.429220	  0.495630	  0.808927	  0.317494	  0.445994	  0.860624	  0.080637	  0.495073	  0.979504	  0.056210	  0.470016	  0.355578	  0.042300	  0.778344	  0.811047	  0.015617	  0.548092	  0.705709	  1.455249	  0.878807	  0.616359	  1.477481	  0.712909	  0.675545	  1.457807	  0.540450	    0.675658	    1.457564	    0.540039	  0.729236	  0.971682	  0.553167	   0.629326	   0.892876	   0.501888	   0.692212	   0.685842	   0.388990	    0.782048	    0.483087	    0.498392	    0.800067	    0.429845	    0.495723	   0.807117	   0.318399	   0.446236	  0.855657	  0.081581	  0.495716	  0.974249	  0.056451	  0.470825	  0.616408	  1.477470	  0.712423	  0.527963	  0.963179	  0.692879	    0.705649	    1.455204	    0.878548	  0.731157	  0.943985	  0.835485	   0.630019	   0.866426	   0.881162	   0.615040	   0.679646	   0.978601	    0.557969	    0.480518	    0.848449	    0.528522	    0.414404	    0.847198	   0.492741	   0.312439	   0.894134	  0.429600	  0.085419	  0.834445	  0.528606	  0.010624	  0.866184	  0.690654	  1.456384	  0.709294	  0.730196	  0.957834	  0.694326	   0.731157	   0.943985	   0.835485	   0.729236	   0.971682	   0.553167	  0.434211	  0.085768	  0.789683	  0.533216	  0.010973	  0.821422	  0.477971	  0.052709	  0.803712	  0.549542	  0.486669	  0.794447	  0.502833	  0.324304	  0.792518	  0.730196	  0.957834	  0.694326	  0.645680	  0.843845	  0.781263	  0.601937	  0.681330	  0.787262	  0.647588	  0.862980	  0.585362	  0.788357	  0.484972	  0.552996	  0.711638	  0.690987	  0.570635	  0.864969	  0.083066	  0.539717	  0.819385	  0.322200	  0.547618	  0.983561	  0.057936	  0.514826	  0.917387	  0.071959	  0.528715	  0.355693	  0.042802	  0.778292	  0.806183	  0.017326	  0.548779	
   358	3.580	  0.539602	  0.961826	  0.691661	  0.742202	  0.942768	  0.834842	  0.640349	  0.865511	  0.880500	  0.622275	  0.679345	  0.977992	  0.562448	  0.480999	  0.847733	  0.532466	  0.415108	  0.846560	  0.495771	  0.313393	  0.893655	  0.430176	  0.086754	  0.834319	  0.528575	  0.010539	  0.866111	  0.740870	  0.969766	  0.552582	  0.640986	  0.890538	  0.501147	  0.700372	  0.681750	  0.388723	  0.791125	  0.478946	  0.498071	  0.812514	  0.426627	  0.495660	  0.826937	  0.315916	  0.445443	  0.885705	  0.080127	  0.493776	  1.007622	  0.058986	  0.471809	  0.355982	  0.044818	  0.778239	  0.838307	  0.013639	  0.545476	  0.715964	  1.453673	  0.876972	  0.627273	  1.475602	  0.710928	  0.686539	  1.455882	  0.538593	    0.686801	    1.455684	    0.538186	  0.741422	  0.969694	  0.552461	   0.641617	   0.890666	   0.500953	   0.702705	   0.682536	   0.388395	    0.791695	    0.479824	    0.498081	    0.811822	    0.427074	    0.495683	   0.824280	   0.316291	   0.445736	  0.881021	  0.080662	  0.494847	  1.001697	  0.058690	  0.472326	  0.627313	  1.475721	  0.710420	  0.539800	  0.961888	  0.691266	    0.716258	    1.453674	    0.876709	  0.742081	  0.942624	  0.834745	   0.640327	   0.865641	   0.880399	   0.622513	   0.679388	   0.977980	    0.563684	    0.480831	    0.847889	    0.533455	    0.415058	    0.846685	   0.496547	   0.313452	   0.893691	  0.430400	  0.087122	  0.834392	  0.528418	  0.010563	  0.866083	  0.701530	  1.454679	  0.707448	  0.741752	  0.956159	  0.693603	   0.742081	   0.942624	   0.834745	   0.741422	   0.969694	   0.552461	  0.434873	  0.087395	  0.789615	  0.532890	  0.010836	  0.821307	  0.478197	  0.053556	  0.803623	  0.555627	  0.487003	  0.793834	  0.506722	  0.325162	  0.792125	  0.741752	  0.956159	  0.693603	  0.656634	  0.842527	  0.780421	  0.610676	  0.680764	  0.786524	  0.659432	  0.861228	  0.584488	  0.798290	  0.481852	  0.552647	  0.722613	  0.688612	  0.570000	  0.889315	  0.082213	  0.539048	  0.835155	  0.319998	  0.547139	  1.009992	  0.060240	  0.516527	  0.942654	  0.072501	  0.529094	  0.356118	  0.045443	  0.778221	  0.833003	  0.014532	  0.546727	
   359	3.590	  0.551683	  0.960523	  0.689847	  0.752784	  0.941174	  0.833880	  0.650537	  0.864822	  0.879836	  0.629906	  0.678992	  0.977383	  0.568721	  0.481276	  0.847134	  0.537831	  0.415833	  0.846009	  0.499816	  0.314438	  0.893151	  0.431155	  0.088585	  0.834267	  0.528283	  0.010515	  0.865970	  0.753560	  0.967718	  0.551962	  0.653639	  0.888290	  0.500230	  0.711783	  0.679066	  0.387796	  0.800902	  0.476216	  0.497831	  0.824015	  0.424312	  0.495738	  0.843322	  0.314642	  0.445008	  0.909250	  0.080158	  0.493139	  1.032595	  0.061801	  0.473807	  0.356592	  0.047707	  0.778068	  0.862932	  0.012032	  0.543368	  0.726731	  1.452078	  0.875028	  0.638005	  1.473855	  0.708733	  0.697597	  1.453877	  0.536519	    0.698071	    1.453728	    0.536124	  0.753784	  0.967684	  0.551694	   0.654140	   0.888528	   0.499908	   0.714089	   0.679523	   0.387680	    0.801698	    0.476866	    0.497760	    0.823402	    0.424470	    0.495661	   0.840375	   0.314337	   0.445387	  0.903818	  0.079907	  0.494431	  1.026301	  0.060640	  0.474054	  0.638255	  1.473976	  0.708171	  0.551784	  0.960577	  0.689505	    0.726826	    1.452154	    0.874716	  0.753073	  0.941243	  0.833974	   0.650742	   0.864855	   0.879553	   0.630178	   0.679192	   0.977350	    0.569933	    0.481083	    0.847393	    0.538908	    0.415672	    0.846230	   0.500773	   0.314481	   0.893293	  0.431348	  0.088988	  0.834390	  0.528208	  0.010504	  0.865964	  0.712449	  1.452941	  0.705420	  0.753428	  0.954464	  0.692834	   0.753073	   0.941243	   0.833974	   0.753784	   0.967684	   0.551694	  0.435669	  0.089189	  0.789599	  0.532528	  0.010705	  0.821172	  0.478481	  0.054499	  0.803554	  0.562295	  0.487226	  0.793273	  0.511011	  0.326021	  0.791785	  0.753428	  0.954464	  0.692834	  0.667665	  0.841193	  0.779487	  0.619722	  0.680138	  0.785760	  0.671454	  0.859453	  0.583530	  0.808299	  0.478948	  0.552323	  0.733718	  0.686323	  0.569331	  0.911215	  0.081475	  0.538791	  0.849980	  0.317971	  0.546843	  1.033698	  0.062208	  0.518414	  0.965353	  0.072959	  0.529785	  0.356621	  0.048395	  0.778188	  0.857186	  0.012226	  0.545361	
   360	3.600	  0.563514	  0.959329	  0.687831	  0.763834	  0.939859	  0.833207	  0.660636	  0.864118	  0.878809	  0.637254	  0.678712	  0.976730	  0.575464	  0.481465	  0.846779	  0.543528	  0.416435	  0.845604	  0.504393	  0.315525	  0.892681	  0.432003	  0.090654	  0.834235	  0.527941	  0.010465	  0.865852	  0.765873	  0.965523	  0.550961	  0.666503	  0.886133	  0.498988	  0.724879	  0.676420	  0.386908	  0.810909	  0.473702	  0.497466	  0.834843	  0.421961	  0.495655	  0.858056	  0.313137	  0.444751	  0.929789	  0.080096	  0.493214	  1.054487	  0.064207	  0.475985	  0.357000	  0.050933	  0.777946	  0.884711	  0.010419	  0.542356	  0.737608	  1.450479	  0.872904	  0.649093	  1.472179	  0.706138	  0.709321	  1.451720	  0.534325	    0.709502	    1.451716	    0.533853	  0.766211	  0.965679	  0.550819	   0.666877	   0.886503	   0.498738	   0.726373	   0.676827	   0.386887	    0.812175	    0.474222	    0.497456	    0.834889	    0.421992	    0.495661	   0.855295	   0.312356	   0.445221	  0.923870	  0.079020	  0.494516	  1.047803	  0.061940	  0.475885	  0.649270	  1.472257	  0.705676	  0.563876	  0.959249	  0.687590	    0.737356	    1.450675	    0.872567	  0.764172	  0.939862	  0.833180	   0.661279	   0.864062	   0.878574	   0.638104	   0.679085	   0.976704	    0.576760	    0.481259	    0.846988	    0.544928	    0.416230	    0.845867	   0.505457	   0.315530	   0.892974	  0.432463	  0.091030	  0.834476	  0.527996	  0.010434	  0.865826	  0.723429	  1.451196	  0.703210	  0.765191	  0.952771	  0.691999	   0.764172	   0.939862	   0.833180	   0.766211	   0.965679	   0.550819	  0.436620	  0.091162	  0.789669	  0.532153	  0.010566	  0.821019	  0.478846	  0.055539	  0.803526	  0.569577	  0.487316	  0.792797	  0.515729	  0.326874	  0.791530	  0.765191	  0.952771	  0.691999	  0.678752	  0.839856	  0.778447	  0.629078	  0.679451	  0.784976	  0.683618	  0.857671	  0.582472	  0.818515	  0.476287	  0.552050	  0.744996	  0.684141	  0.568630	  0.930593	  0.080616	  0.538982	  0.863907	  0.316040	  0.546757	  1.054526	  0.063536	  0.520352	  0.985371	  0.073067	  0.530748	  0.357257	  0.051667	  0.778236	  0.878467	  0.010175	  0.544807	
   361	3.610	  0.575864	  0.958042	  0.685863	  0.775102	  0.938412	  0.832447	  0.671590	  0.863368	  0.877812	  0.645210	  0.678741	  0.976046	  0.582894	  0.481540	  0.846429	  0.550048	  0.416884	  0.845307	  0.509500	  0.316596	  0.892391	  0.433180	  0.092879	  0.834293	  0.527588	  0.010404	  0.865738	  0.778897	  0.963541	  0.550146	  0.679734	  0.884208	  0.497675	  0.738337	  0.673697	  0.385962	  0.821815	  0.471412	  0.497117	  0.845747	  0.419582	  0.495624	  0.871089	  0.310931	  0.444787	  0.947228	  0.079297	  0.494086	  1.073124	  0.065378	  0.478140	  0.357468	  0.054455	  0.777968	  0.903316	  0.008585	  0.542862	  0.748057	  1.449060	  0.870610	  0.660284	  1.470505	  0.703367	  0.720834	  1.449649	  0.531855	    0.721081	    1.449678	    0.531366	  0.778721	  0.963733	  0.549826	   0.679804	   0.884621	   0.497446	   0.739411	   0.674471	   0.386052	    0.823205	    0.471863	    0.497197	    0.846411	    0.419605	    0.495702	   0.869062	   0.310215	   0.445263	  0.941091	  0.077768	  0.495094	  1.066021	  0.062276	  0.477692	  0.660366	  1.470581	  0.702945	  0.576116	  0.957899	  0.685530	    0.747848	    1.449278	    0.870252	  0.775409	  0.938495	  0.832341	   0.672015	   0.863260	   0.877456	   0.646392	   0.679099	   0.976031	    0.584222	    0.481350	    0.846691	    0.551577	    0.416723	    0.845624	   0.510643	   0.316602	   0.892776	  0.433787	  0.093269	  0.834683	  0.527820	  0.010337	  0.865656	  0.734465	  1.449478	  0.700809	  0.777065	  0.951114	  0.691084	   0.775409	   0.938495	   0.832341	   0.778721	   0.963733	   0.549826	  0.437778	  0.093332	  0.789861	  0.531811	  0.010400	  0.820834	  0.479341	  0.056676	  0.803551	  0.577514	  0.487263	  0.792423	  0.520921	  0.327721	  0.791385	  0.777065	  0.951114	  0.691084	  0.689953	  0.838524	  0.777278	  0.638793	  0.678700	  0.784169	  0.695957	  0.855915	  0.581297	  0.829089	  0.473874	  0.551845	  0.756532	  0.682086	  0.567896	  0.947405	  0.079438	  0.539618	  0.877007	  0.314127	  0.546893	  1.072335	  0.063945	  0.522216	  1.002624	  0.072590	  0.531926	  0.358111	  0.055268	  0.778407	  0.896574	  0.008283	  0.545074	
   362	3.620	  0.588347	  0.956607	  0.683665	  0.786388	  0.937071	  0.831632	  0.682814	  0.862496	  0.876714	  0.654225	  0.678946	  0.975477	  0.591051	  0.481484	  0.846201	  0.557653	  0.417244	  0.845184	  0.515240	  0.317633	  0.892406	  0.434735	  0.095267	  0.834575	  0.527443	  0.010321	  0.865573	  0.791746	  0.961690	  0.549191	  0.692583	  0.882576	  0.496254	  0.752220	  0.671459	  0.385141	  0.833263	  0.469383	  0.496691	  0.857087	  0.417179	  0.495545	  0.883377	  0.308317	  0.445103	  0.961456	  0.077561	  0.495526	  1.087982	  0.064613	  0.480006	  0.358398	  0.058546	  0.778266	  0.918764	  0.006384	  0.544890	  0.758493	  1.447711	  0.868133	  0.671259	  1.468902	  0.700456	  0.732325	  1.447605	  0.529097	    0.732815	    1.447637	    0.528663	  0.791320	  0.961885	  0.548678	   0.692865	   0.882905	   0.496028	   0.753048	   0.672454	   0.385224	    0.834819	    0.469733	    0.497017	    0.858105	    0.417288	    0.495814	   0.881821	   0.307874	   0.445546	  0.955522	  0.076045	  0.496063	  1.080897	  0.061391	  0.479379	  0.671532	  1.468954	  0.699995	  0.588510	  0.956534	  0.683324	    0.758314	    1.447984	    0.867757	  0.786832	  0.937164	  0.831431	   0.683027	   0.862433	   0.876181	   0.655130	   0.679242	   0.975317	    0.592345	    0.481359	    0.846519	    0.558886	    0.417155	    0.845526	   0.516359	   0.317704	   0.892727	  0.435362	  0.095727	  0.835044	  0.527769	  0.010250	  0.865461	  0.745564	  1.447810	  0.698210	  0.789076	  0.949524	  0.690055	   0.786832	   0.937164	   0.831431	   0.791320	   0.961885	   0.548678	  0.439188	  0.095719	  0.790207	  0.531595	  0.010242	  0.820624	  0.480032	  0.057938	  0.803652	  0.586120	  0.487071	  0.792172	  0.526613	  0.328573	  0.791376	  0.789076	  0.949524	  0.690055	  0.701323	  0.837208	  0.775955	  0.648906	  0.677896	  0.783334	  0.708494	  0.854212	  0.579979	  0.840108	  0.471681	  0.551727	  0.768378	  0.680161	  0.567124	  0.961665	  0.077831	  0.540606	  0.889339	  0.312172	  0.547223	  1.087040	  0.063178	  0.523922	  1.017081	  0.071354	  0.533232	  0.359215	  0.059237	  0.778741	  0.911346	  0.006574	  0.546039	
   363	3.630	  0.600675	  0.955116	  0.681137	  0.797876	  0.935707	  0.830812	  0.693558	  0.861593	  0.875131	  0.663409	  0.679288	  0.974833	  0.599780	  0.481365	  0.846259	  0.565568	  0.417558	  0.845242	  0.521546	  0.318704	  0.892511	  0.436672	  0.097904	  0.835197	  0.527505	  0.010236	  0.865367	  0.803740	  0.959805	  0.547820	  0.705927	  0.881034	  0.494766	  0.766900	  0.669939	  0.384451	  0.845737	  0.467558	  0.496469	  0.869049	  0.414853	  0.495620	  0.894858	  0.305478	  0.445512	  0.972641	  0.074871	  0.497170	  1.099259	  0.061960	  0.481402	  0.359448	  0.063109	  0.778879	  0.930451	  0.003914	  0.547673	  0.768714	  1.446528	  0.865486	  0.682684	  1.467246	  0.697210	  0.744346	  1.445523	  0.526111	    0.744727	    1.445622	    0.525758	  0.803969	  0.960151	  0.547340	   0.706061	   0.881351	   0.494466	   0.767105	   0.670719	   0.384435	    0.847034	    0.467794	    0.496945	    0.870074	    0.415061	    0.496019	   0.893737	   0.305380	   0.446094	  0.967361	  0.073915	  0.497228	  1.092607	  0.059139	  0.480896	  0.682783	  1.467382	  0.696835	  0.601007	  0.955179	  0.680983	    0.768749	    1.446814	    0.865074	  0.798500	  0.935884	  0.830417	   0.694316	   0.861582	   0.874716	   0.664353	   0.679498	   0.974527	    0.601145	    0.481296	    0.846478	    0.566838	    0.417532	    0.845586	   0.522621	   0.318848	   0.892836	  0.437218	  0.098422	  0.835582	  0.527880	  0.010207	  0.865258	  0.756738	  1.446218	  0.695416	  0.801235	  0.948017	  0.688879	   0.798500	   0.935884	   0.830417	   0.803969	   0.960151	   0.547340	  0.440868	  0.098345	  0.790730	  0.531530	  0.010130	  0.820406	  0.480941	  0.059354	  0.803847	  0.595393	  0.486747	  0.792052	  0.532811	  0.329444	  0.791516	  0.801235	  0.948017	  0.688879	  0.712885	  0.835930	  0.774466	  0.659426	  0.677052	  0.782467	  0.721209	  0.852581	  0.578506	  0.851678	  0.469705	  0.551715	  0.780572	  0.678373	  0.566316	  0.973554	  0.075839	  0.541758	  0.901038	  0.310189	  0.547682	  1.098799	  0.061063	  0.525426	  1.028913	  0.069308	  0.534539	  0.360604	  0.063589	  0.779262	  0.922789	  0.005197	  0.547442	
